business_id,business_name,category_primary,postcode,expected_dataset,license_status,license_number,license_expiry,matched_name,match_score,notes
jzhelpsafloridainjurylawfirm,JZ helps (a Florida injury law firm),legal,33146,,not_required,,,,,
kabookaboo,kabookaboo,marketing,33134,,not_required,,,,,
kaloboutique,Kalo Boutique,retail,33134,,not_required,,,,,
kao_sushi__grill,Kao Sushi & Grill,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
kartell,Kartell,retail,33134,,not_required,,,,,
katerinabucciarellicoralgablesrealestatebrokerinnovatiorealtygroupmiamiflorida,"Katerina Bucciarelli, Coral Gables Real Estate Broker, Innovatio Realty Group Miami Florida",real_estate,33146,real_estate,verified_active,CQ1056143,30-SEP-28,INNOVATIO REALTY GROUP LLC,100,
kathrynpineyrolcsw,"Kathryn Pineyro, LCSW",other,33143,,not_required,,,,,
kavachninagallery,Kavachnina Gallery,arts_culture,33155,,not_required,,,,,
keller_williams,Keller Williams,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
kellerwilliamscapitalrealty,Keller Williams Capital Realty,real_estate,33134,real_estate,verified_active,CQ270258,30-SEP-28,M A H B REALTY INC,100,
kellerwilliamsrealtygraceizquierdo,Keller Williams Realty: Grace Izquierdo,real_estate,33134,real_estate,verified_active,CQ270258,30-SEP-28,M A H B REALTY INC,100,
kerdykrealestate,Kerdyk Real Estate,real_estate,33134,real_estate,verified_active,CQ225905,30-SEP-26,KERDYK REAL ESTATE INC,100,
kettal,Kettal,retail,33134,,not_required,,,,,
keyes_company_coral_gables_office,Keyes Company  Coral Gables Office,professional_services,33134,,not_required,,,,,
khouridermatology,Khouri Dermatology,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
kick_martial_arts_studio,Kick Martial Arts Studio,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
kidstationdaycarecenter,Kid Station Day Care Center,education,33134,,not_required,,,,,
kiddiecountryclub,Kiddie Country Club,education,33134,,not_required,,,,,
kiddiecountryclubschool,Kiddie Country Club School,education,33134,,not_required,,,,,
kimleyhorn,Kimley-Horn,professional_services,33134,,not_required,,,,,
kindred_hospital__south_florida__coral_gables,Kindred Hospital - South Florida - Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
kingschristianschool,Kings Christian School,education,33146,,not_required,,,,,
kitchen_57,Kitchen 57,food_beverage,33143,food_service,verified_active,SEA2331008,10/01/2026,KITCHEN 57,100,
knight_center_for_music_innovation,Knight Center for Music Innovation,arts_culture,33146,,not_required,,,,,
knight_sports_complex,Knight Sports Complex,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
kojin_20,Kojin 2.0,food_beverage,33134,food_service,verified_active,SEA2324055,10/01/2026,KOJIN 2.0,100,
kompare_taxes,Kompare Taxes,professional_services,33155,,not_required,,,,,
kuan,Kuan,hospitality,33146,,not_required,,,,,
kukicadvertising,Kukic Advertising,marketing,33134,,not_required,,,,,
kurzbankurzbanweingertetzeli_and_pratt,"Kurzban,Kurzban,Weinger,Tetzeli and Pratt",legal,33133,,not_required,,,,,
lr_structural_corp,L&R Structural Corp.,professional_services,33146,,not_required,,,,,
lamour_boutique,L'Amour Boutique,retail,33155,,not_required,,,,,
lartisane,L'Artisane,retail,33134,,not_required,,,,,
labellasalon,La Bella Salon,personal_services,33134,,not_required,,,,,
la_casita_restaurant,La Casita Restaurant,food_beverage,33134,food_service,verified_active,SEA2319070,10/01/2026,LA CASITA RESTAURANT,100,
laelegantecleaners,La Elegante Cleaners,personal_services,33134,,not_required,,,,,
la_familia,La Familia,hospitality,33146,,not_required,,,,,
la_fitness,LA Fitness,wellness,33143,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
lajamotecacoralgables,La Jamoteca Coral Gables,retail,33134,,not_required,,,,,
la_palma,La Palma,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
laperlaautoreir,La Perla Auto Repair Corp,auto_dealer,33155,,not_required,,,,,
lapremiereecole,La Premiere Ecole,education,33133,,not_required,,,,,
lapremiererealty,LA PREMIERE Realty,real_estate,33134,real_estate,verified_active,CQ1072220,30-SEP-28,LA PREMIERE REALTY LLC,100,
la_provence,La Provence,retail,33134,,not_required,,,,,
larocamiami,La Roca Miami,nonprofit,33146,,not_required,,,,,
larosagastrobar,La Rosa Gastrobar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
latabernagiralda,La Taberna Giralda,food_beverage,33134,food_service,verified_active,SEA2326488,10/01/2026,LA TABERNA GIRALDA,100,
ladintaxfinancialgroupcoralgablesmiamifinancialadvisors,Ladin Tax & Financial Group - Coral Gables & Miami Financial Advisors,financial_services,33134,,not_required,,,,,
lakeside_expo_center,Lakeside Expo Center,other,33146,,not_required,,,,,
lakeside_patio_stage,Lakeside Patio Stage,arts_culture,33146,,not_required,,,,,
lambdasoftware,Lambda Software,technology,33134,,not_required,,,,,
lamoursfl,Lamour spa fl,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
lannasiancafe,LAN Pan Asian Cafe,food_beverage,33143,food_service,verified_active,SEA2327695,10/01/2026,LAN PAN ASIAN CAFE,100,
landrovercoralgables,Land Rover Coral Gables,auto_dealer,33133,,not_required,,,,,
landmark_at_merrick_park,Landmark at Merrick Park,arts_culture,33146,,not_required,,,,,
lanes,Lanes,retail,33143,,not_required,,,,,
lansighttechnology,Lansight Technology,technology,33134,,not_required,,,,,
large_metal_b,Large Metal B,hospitality,33146,,not_required,,,,,
larkin_community_hospital,Larkin Community Hospital,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
lasamericasdaycarecenter,Las Americas Day Care Center,education,33133,,not_required,,,,,
lasalledrycleaners,LaSalle Dry Cleaners,personal_services,33134,,not_required,,,,,
latin_american_art_museum,Latin American Art Museum,arts_culture,33133,,not_required,,,,,
laura_l_russo_esq_llc,"Laura L. Russo, Esq. LLC",legal,33134,,not_required,,,,,
laurensfacetheday,Lauren's Face the Day,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
law_office_of_ferdie_and_lones_chartered,Law Office of Ferdie and Lones Chartered,legal,33134,,not_required,,,,,
lawofficesofandrearouviere,Law Offices of Andre A. Rouviere,legal,33146,,not_required,,,,,
lawofficesofdiegotraibel,Law Offices of Diego Traibel,legal,33134,,not_required,,,,,
lawofficesofmjlouis,Law Offices of M J Louis,legal,33134,,not_required,,,,,
lawofficesofmartinjrivas,Law Offices of Martin J Rivas PA,legal,33134,,not_required,,,,,
le_parc_caf,Le Parc Cafe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lercbonjourcafbistro,"Le Parc-Bonjour, Café Bistro",food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
le_paris_cake_design_bakery,Le Paris Cake Design Bakery,food_beverage,33144,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
le_petit_caf,Le petit cafe,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lepetitscoralgables,Le Petit Spa Corp. - Coral Gables,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
learningworkshop,Learning Workshop,education,33143,,not_required,,,,,
leasing_office__district_west_gables,Leasing Office - District West Gables,real_estate,33155,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
leeschool,Lee School,education,33143,,not_required,,,,,
legacy,LEGACY,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
legal_services_of_greater_miami_inc,Legal Services of Greater Miami Inc.,legal,33143,,not_required,,,,,
leicastoremiami,Leica Store Miami,retail,33134,,not_required,,,,,
lenscrafters,LensCrafters,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
let_go_stress_llc,"Let Go Stress, LLC",wellness,33143,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
let_them_have_cake_llc,"Let Them Have Cake, LLC",food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
letsprototype,Let's prototype,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
leticiainsuranceagency,Leticia Insurance Agency,insurance,33134,,not_required,,,,,
leunamjrodriguezmd,"Leunam J. Rodriguez, MD, LLC",other,33146,,not_required,,,,,
liberty_health_sciences,Liberty Health Sciences,retail,33155,,not_required,,,,,
librera_san_pablo,Libreria San Pablo,retail,33144,,not_required,,,,,
lifescoralgables,Life Spa Coral Gables,wellness,33133,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
life_time,Life Time,wellness,33133,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
lifeclinicchiropracticrehabilitationcoralgablesfl,"LifeClinic Chiropractic & Rehabilitation - Coral Gables, FL",healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
lifequote,LifeQuote,insurance,33134,,not_required,,,,,
lightrailyoga,Lightrail Yoga,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
liksbeautyandwellnesssfacialandbodycontouring,Liks Beauty and Wellness Spa- Facial and Body Contouring,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
lilly_pulitzer,Lilly Pulitzer,other,33146,,not_required,,,,,
lolnmartischools,Lincoln Marti Schools,education,33133,,not_required,,,,,
lolnmartischool,Lincoln-Marti School,education,33134,,not_required,,,,,
lolnmartischool1stcampus,Lincoln-Marti School 1st Campus,education,33133,,not_required,,,,,
lolnmartischool3rdcampus,Lincoln-Marti School 3rd Campus,education,33133,,not_required,,,,,
liquor_dreams,Liquor Dreams,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lisandrasjewelryofmiami,Lisandra’s Jewelry of Miami,retail,33134,,not_required,,,,,
little_caesars,Little Caesars,food_beverage,33155,food_service,verified_active,NOS2319996,10/01/2026,LITTLE CAESARS PIZZA #01-231,100,
littlepeoplelearningcenter,Little People Learning Center,education,33134,,not_required,,,,,
littlepeopleschool,Little People School,education,33134,,not_required,,,,,
littleshavernumber1josemartischool,Little Shaver Number 1 Jose Marti School,education,33133,,not_required,,,,,
live_like_bella_childhood_cancer_foundation,Live Like Bella(R) Childhood Cancer Foundation,nonprofit,33134,,not_required,,,,,
livosecure,LivoSecure,technology,33134,,not_required,,,,,
lizmellobeauty,Lizmellobeauty,personal_services,33146,,not_required,,,,,
loews_coral_gables_hotel,Loews Coral Gables Hotel,hospitality,33134,,not_required,,,,,
lokal_burgers_and_beer,Lokal Burgers and Beer,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lolysmiami,Loly Spa Miami,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
lolysoptical,Loly's Optical,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
loreeshragerphd,"Loree Shrager, PhD",other,33134,,not_required,,,,,
los_gallegos,Los Gallegos,food_beverage,33155,food_service,verified_active,SEA2301689,10/01/2026,LOS GALLEGOS RESTAURANT,100,
los_jalapeos_coral_way,Los Jalapenos Coral Way,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lot18,Lot 18,auto_dealer,33134,,not_required,,,,,
lot31,Lot 31,auto_dealer,33146,,not_required,,,,,
lot36,Lot 36,auto_dealer,33134,,not_required,,,,,
lovediscoveryinstitute,Love Discovery Institute,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
lovesac,Lovesac,retail,33146,,not_required,,,,,
lowe_art_gallery,Lowe Art Gallery,arts_culture,33146,,not_required,,,,,
lowe_art_museum,Lowe Art Museum,arts_culture,33146,,not_required,,,,,
lowell_international_realty_llc,"Lowell International Realty, LLC",real_estate,33146,real_estate,verified_active,CQ1035059,30-SEP-26,LOWELL INTERNATIONAL REALTY LLC,100,
luca_osteria,Luca Osteria,food_beverage,33134,food_service,verified_active,SEA2336809,10/01/2026,LUCA OSTERIA,100,
lucasautoreir,Lucas Auto Repair,auto_dealer,33144,,not_required,,,,,
lucernebakery,Lucerne Bakery,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luckyconcretecoralgables,Lucky Concrete Coral Gables,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
ludlamelementaryschool,Ludlam Elementary School,education,33143,,not_required,,,,,
ludlam_insurance,Ludlam Insurance,insurance,33155,,not_required,,,,,
ludos,Ludo's,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luis_galindo_latin_america_restaurant,Luis Galindo Latin America Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
lulu,Lulu,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
luminaireflagship,Luminaire Flagship,retail,33134,,not_required,,,,,
luxlifestylechiropracticdrbrittanyhollidaydc,"Lux Lifestyle Chiropractic || Dr. Brittany Holliday, DC",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
luxeproperties,LUXE Properties,real_estate,33134,real_estate,verified_active,CQ1042951,30-SEP-26,"LX PROPERTIES FLORIDA, LLC",93,
luxurybarbershop,LuxuryBarbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mcautotech,M C Auto Tech,auto_dealer,33143,,not_required,,,,,
m_bravocampa_dds_and_leyanne_salvador_dmd_dentist,M. Bravo-Campa DDS and Leyanne Salvador DMD Dentist,healthcare,33155,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
m2e_consulting_engineers,M2E Consulting Engineers,professional_services,33143,,not_required,,,,,
mack_cycle_and_fitness,Mack Cycle and Fitness,retail,33143,,not_required,,,,,
madisonconstructiongroup,Madison Construction Group Inc.,construction,33155,construction,verified_active,CGC1525842,08/31/2028,MADISON CONSTRUCTION GROUP INC,100,
madisonreedhaircolorbarcoralgables,Madison Reed Hair Color Bar Coral Gables,personal_services,33146,,not_required,,,,,
madrugabakery,Madruga Bakery,food_beverage,33146,food_service,verified_active,SEA2335128,10/01/2026,MADRUGA BAKERY,100,
mahoneypearson_dining_hall,Mahoney-Pearson Dining Hall,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
maidelingc,MaidelinGC,retail,33134,,not_required,,,,,
malakor_thai_isaan,Malakor Thai Isaan,food_beverage,33134,food_service,verified_active,SEA2334937,10/01/2026,MALAKOR THAI ISAAN,100,
maman,maman,food_beverage,33143,food_service,verified_active,SEA2338153,10/01/2026,MAMAN,100,
maman_coffee_bakery_kitchen,Maman Coffee Bakery Kitchen,food_beverage,33134,food_service,verified_active,SEA2338116,10/01/2026,MAMAN COFFEE BAKERY KITCHEN,100,
mamey_miami,Mamey Miami,food_beverage,33146,food_service,verified_active,SEA2336619,10/01/2026,MAMEY,100,
mancaveformentheplazacoralgables,ManCave for Men - The Plaza Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mandlerphysicaltherapy,Mandler Physical Therapy,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mankindgroomingservices,ManKind Grooming & Services,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
manoliberamarcogiugliano,Mano Libera - Marco Giugliano,food_beverage,33143,food_service,verified_active,SEA2337347,10/01/2026,MANO LIBERA MARCO GIUGLIANO,100,
manuelgarciafrangiemdfamilydoctor,"Manuel Garcia-Frangie, M.D., P.A. Family Doctor",healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
manzanoanimalclinic,Manzano Animal Clinic,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
marengineers,MAR Engineers,professional_services,33134,,not_required,,,,,
marathon,Marathon,auto_dealer,33133,,not_required,,,,,
marbleon,Marbleon,other,33134,,not_required,,,,,
marcahisnic,Marca Hispanic,marketing,33134,,not_required,,,,,
margaritaborda,Margarita Borda,other,33134,,not_required,,,,,
mariaelenakendallmd,"Maria Elena Kendall, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mariamartinez,Maria Martinez,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
marietorossianc,"Marie Torossian, CPA",accounting,33134,,not_required,,,,,
marimonpediatrics,Marimon Pediatrics,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mariner,Mariner,financial_services,33134,,not_required,,,,,
mariposa,Mariposa,food_beverage,33146,food_service,verified_active,SEA2328975,10/01/2026,NEIMAN MARCUS MARIPOSA,100,
maritza_capiro_interior_designs_corp,Maritza Capiro Interior Designs Corp.,marketing,33134,,not_required,,,,,
marjorieflowers,Marjorie flowers,retail,33134,,not_required,,,,,
market_nxt,Market NXT,retail,33146,,not_required,,,,,
markham_yard,Markham Yard,marketing,33134,,not_required,,,,,
marmeshkathleendvm,Marmesh Kathleen DVM,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
marthamendezoffeinsteinmendez,Martha Mendez of Feinstein & Mendez,legal,33134,,not_required,,,,,
marthavieramd,Martha Viera MD,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
marujagilrealtor,"Maruja Gil PA, Realtor",real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
marys_cafeteria,Mary's Cafeteria,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
massage_envy,Massage Envy,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
masterpiecebarbersbarbershop,Masterpiece Barbers Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
matmaternity,Mat & Maternity,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
mathnasium,Mathnasium,education,33143,,not_required,,,,,
matildeflowers,Matilde flowers,retail,33134,,not_required,,,,,
matsuri,Matsuri,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mattress_firm,Mattress Firm,retail,33146,,not_required,,,,,
maxappliancereirmiami,Max Appliance Repair Miami,technology,33134,,not_required,,,,,
maxwellengineers,"Maxwell Engineers, Inc.",professional_services,33134,,not_required,,,,,
mayfair_grill,Mayfair Grill,food_beverage,33133,food_service,verified_active,SEA2338259,10/01/2026,CARBONE VINO,100,
mayfair_house_hotel_garden,Mayfair House Hotel & Garden,hospitality,33133,,not_required,,,,,
maylencadenasarnp,"Maylen Cadenas, ARNP",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mayors,Mayors,retail,33146,,not_required,,,,,
mcdonalds,McDonald's,food_beverage,33155,food_service,verified_active,SEA2328730,10/01/2026,MCDONALD'S,100,
md_now_urgent_care,MD Now Urgent Care,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mean_average,Mean Average,hospitality,33134,,not_required,,,,,
mediaglobalgroup,Media Global Group,marketing,33134,,not_required,,,,,
medical_care_survices_miami,Medical Care Survices Miami,retail,33143,,not_required,,,,,
megaluxehomes,Mega Luxe Homes,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
meirawealth,Meira Wealth,financial_services,33134,,not_required,,,,,
melliggroupwealthadvisors,Mellig Group - Wealth Advisors,financial_services,33134,,not_required,,,,,
mepworldgroup,MEP World Group,professional_services,33134,,not_required,,,,,
mercantile_europarts_inc,"Mercantile Europarts, Inc.",retail,33144,,not_required,,,,,
mercedesbenz_of_coral_gables,MercedesBenz of Coral Gables,auto_dealer,33134,,not_required,,,,,
mercysflowers,Mercy's Flowers,retail,33134,,not_required,,,,,
merrickdentalcoralgables,Merrick Dental Coral Gables,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
merrickschool,Merrick School,education,33134,,not_required,,,,,
merrickspecialeducationcenter,Merrick Special Education Center,education,33134,,not_required,,,,,
merrilllynchwealthmanagement,Merrill Lynch Wealth Management,financial_services,33134,,not_required,,,,,
mesamarseafoodtable,MesaMar Seafood Table,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
methodxfitnesscoralgables,Method X Fitness Coral Gables,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
metro_by_tmobile,Metro by T-Mobile,retail,33155,,not_required,,,,,
mg_developer,MG Developer,technology,33134,,not_required,,,,,
mghairstudiosoralgablesbesthaircolorsalon,MG Hair Studios in Coral Gables. Best Hair Color Salon,personal_services,33134,,not_required,,,,,
mgearchitects,Mge Architects,professional_services,33134,,not_required,,,,,
minailbarcoralgables,Mi Nail Bar Coral Gables,personal_services,33134,,not_required,,,,,
miadentalcoralgables,MIA Dental - Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miamcafecoralgables,MIAM CAFE - CORAL GABLES,food_beverage,33134,food_service,verified_active,SEA2337541,10/01/2026,MIAM CAFE,100,
miami_accident_clinic,Miami Accident Clinic,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miami_association_of_realtors,Miami Association of Realtors,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
miamiautocollection,Miami Auto Collection Inc,auto_dealer,33155,,not_required,,,,,
miamichildrenshospitalchildcarecenter,Miami Children's Hospital Child Care Center,education,33146,,not_required,,,,,
miamicounselingresourcecenter,Miami Counseling & Resource Center,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miami_dade_college_kendall_campus,Miami Dade College Kendall Campus,education,33133,,not_required,,,,,
miamidentalheaven,Miami Dental Heaven,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miami_derm_anna_chacon_md_pa,"Miami Derm: Anna Chacon, MD, PA",legal,33134,,not_required,,,,,
miami_dominoes,Miami Dominoes,hospitality,33146,,not_required,,,,,
miamifairtrade,Miami Fair Trade,retail,33134,,not_required,,,,,
miami_fire_college,Miami Fire College,education,33146,,not_required,,,,,
miami_friends_meeting_of_the_religious_society_of_friends,Miami Friends Meeting of the Religious Society of Friends,nonprofit,33143,,not_required,,,,,
miamifurnitureoutletfurniturestoresinmiami,Miami Furniture Outlet - Furniture Stores in Miami,retail,33146,,not_required,,,,,
miami_guitars,Miami Guitars,financial_services,33155,,not_required,,,,,
miamiinternationaldanceacademy,Miami International Dance Academy,education,33134,,not_required,,,,,
miami_learning_experience_school,Miami Learning Experience School,education,33146,,not_required,,,,,
miamimarriottdadeland,Miami Marriott Dadeland,hospitality,33156,,not_required,,,,,
miamioldschoolbarbershopcoralgables,Miami Old School Barbershop - Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
miami_private_school,Miami Private School,education,33146,,not_required,,,,,
miamiroyalballetdanceschool,Miami Royal Ballet Dance School,education,33146,,not_required,,,,,
miami_skin__vein,Miami Skin & Vein,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miamismileinstitute,Miami Smile Institute,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miami_spine__posture_clinic,Miami Spine & Posture Clinic,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miami_twice,Miami Twice,retail,33155,,not_required,,,,,
miamis_best_pizza,Miami's Best Pizza,food_beverage,33146,food_service,verified_active,SEA2335568,10/01/2026,MIAMI'S BEST PIZZA,100,
miamisqualityautoreir,Miami's Quality Auto Repair,auto_dealer,33155,,not_required,,,,,
miamidade_county_courthouse,Miami-Dade County Courthouse,government,33134,,not_required,,,,,
michaelobregon,Michael Obregon,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
michelleacreativeagency,MICHELLE a creative agency,marketing,33134,,not_required,,,,,
mickeyandminniedaycarenumber2,Mickey and Minnie Day Care Number 2,education,33134,,not_required,,,,,
micocos,Micocos,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
miguel_e_turbay_cpa,"Miguel E. Turbay, CPA",professional_services,33155,,not_required,,,,,
mikacoralgables,Mika Coral Gables,food_beverage,33134,food_service,verified_active,SEA2338242,10/01/2026,MIKA,100,
milams_market,Milam's Market,retail,33155,,not_required,,,,,
milamsmarketcoralgableseast,Milam's Market- Coral Gables (East),food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
millers_ale_house,Miller's Ale House,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
miluxe2nailz,Miluxe2Nailz,personal_services,33134,,not_required,,,,,
mindfulpsychiatry,Mindful Psychiatry,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
mindfultherapy,Mindful Therapy LLC,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
ministeriomanases,Ministerio Manases,nonprofit,33133,,not_required,,,,,
mint_leaf_indian_brasserie,Mint Leaf Indian Brasserie,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mintwellnesscenter,Mint Wellness Center,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
mintyfreshmiamidentalorthodontics,Minty Fresh Miami: Dental & Orthodontics,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miraclemiledowntowncoralgables,Miracle Mile & Downtown Coral Gables,retail,33134,,not_required,,,,,
miraclesmiledentistrydrannaaller,Miracle Smile Dentistry - Dr. Anna Aller,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miriammendivil,Miriam Mendivil,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
miss_saigon,Miss Saigon,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
mistersrky,Mister Sparky,construction,33176,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
