business_id,business_name,contact_name,phone,website,address,latitude,longitude,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,corroboration_sources,corroboration_count,sunbiz_status,sunbiz_name,sunbiz_filing_number,price_tier_source,lat,lon,pkp_edges_summary,pkp_key_signals,pkp_node_type,pkp_picks_shovels_summary,pkp_primary_actions,pkp_primary_risks,pkp_undercurrents_summary,review_count_source
kavachninagallery,Kavachnina Gallery,,(786) 355-4394,http://www.kavachnina.com/,,25.7077,-80.3093,33155,Coral Gables,arts_culture,Art gallery,$$,5.0,Google (Outscraper),8,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.727176999999998,-80.3156228,Local business network,High rating (5.0) — quality leader,platform,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kazmalaje,Kazmalaje,Ms. Latoya Stirrup,(305) 833-9968,https://kazmaleje.com,"2610 Ponce de Leon Blvd, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,other,Mayor Daniella Levine Cava,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kbelectronics,KB Electronics,,(954) 346-4900,https://acim.nidec.com/drives/kbelectronics,,25.742227,-80.266061,33065,Coral Gables,other,Manufacturer,$$,4.4,Google (Outscraper),76,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,google,1,,,,inferred,,,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
keen_battle_mead_company,Keen Battle Mead & Company,Mr. Michael W. Battle,(305) 820-6702,https://kbmco.com,"7850 NW 146th St #200, Hialeah, FL 33016",25.742227,-80.266061,,Coral Gables,other,,$$,3.4,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
keik_bakeshop,Keik Bakeshop,Mr. Andres Mendez,(305) 763-1543,https://keikbakeshop.com,"1450 NW 87th Ave Suite 110, Doral, FL 33172",25.742227,-80.266061,,Coral Gables,retail,,$$,4.9,Google (SerpApi),36,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
keller_williams,Keller Williams,Mr. Tachaka Ray,(786) 747-7426,https://kellerwilliams.com,"550 Biltmore Way PH2 A&B, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,real_estate,,$$,4.1,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kellerwilliamscapitalrealty,Keller Williams Capital Realty,,(305) 662-7325,http://coralgables.yourkwoffice.com/,,25.7497,-80.2647,33134,Coral Gables,real_estate,Real estate agency,$$,4.1,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.747948899999997,-80.2659548,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kellerwilliamsrealtygraceizquierdo,Keller Williams Realty: Grace Izquierdo,,(305) 244-1459,http://www.homesbygrace.com/,,25.7497,-80.2647,33134,Coral Gables,real_estate,Real estate agent,$$,5.0,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.747948899999997,-80.2659548,Local business network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kellogg_school_of_management_northwestern_university,"Kellogg School of Management, Northwestern University",Mr. Rolando Masferrer,(305) 442-7780,https://kellogg.northwestern.edu,"95 Merrick Wy # 100, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,education,rosaclara.es,$$,5,Google (SerpApi),30,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kerdykrealestate,Kerdyk Real Estate,,(305) 446-2586,http://www.kerdyk.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,real_estate,Real estate agency,$$,5.0,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7473031,-80.2584085,Ponce corridor professional cluster,High rating (5.0) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kesk_global_group_llc,"KESK Global Group, LLC",Mr. Karel Lens,(786) 523-0003,https://keskglobal.com,,25.742227,-80.266061,,Coral Gables,financial_services,Financial Services & Advisors,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network; Alhambra financial cluster,Monitor for rating/review changes,infrastructure,General commercial infrastructure,Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
key_transportation,Key Transportation,Ms. Yolana Salazar,(305) 751-5005,https://key-transportation.com/,"13215 W Okeechobee Rd, Hialeah, FL 33018",25.742227,-80.266061,,Coral Gables,accounting,Accounting Department,$$$,3.9,Google (SerpApi),4,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
keyes_company_coral_gables_office,Keyes Company  Coral Gables Office,Mrs. Elizabeth L. Perez,(305) 984-6344,https://elizabethperezteam.com,,25.742227,-80.266061,,Coral Gables,professional_services,,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kfc,KFC,,(305) 446-9612,https://locations.kfc.com/fl/miami/2375-sw-8th-street,2375 Southwest 8th Street,25.7666,-80.234,33135,Bird Road Corridor,food_beverage,food_beverage/fast_food,$$,3.9,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7655249,-80.2343944,Bird Road commercial strip,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
khouridermatology,Khouri Dermatology,,(305) 361-8200,,,25.73,-80.2415,33133,Coral Gables,healthcare,Dermatologist,$$$,4.6,Google (Outscraper),52,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.740184199999998,-80.2543568,Local business network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kick_martial_arts_studio,Kick Martial Arts Studio,,(786) 542-9097,http://www.kickmiami.com/,1430 Ponce de Leon Boulevard,25.7497,-80.2647,33134,Ponce de Leon Corridor,wellness,wellness/sports_centre,$$,5,Google (SerpApi),213,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7583264,-80.2591282,Ponce corridor professional cluster,High rating (5.0) — quality leader; Low validation confidence — verify status,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kidstationdaycarecenter,Kid Station Day Care Center,,,,,25.7497,-80.2647,33134,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7597222,-80.255,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kiddiecountryclub,Kiddie Country Club,,,https://coralgablescountryclub.com/,,25.7497,-80.2647,33134,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7619444,-80.2630556,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kiddiecountryclubschool,Kiddie Country Club School,,,,,25.7497,-80.2647,33134,Coral Gables,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7622222,-80.2633333,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kidz_medical_services,Kidz Medical Services,Mr. Wayne Brackin,(305) 661-1515,https://kidzmedical.com,"5955 Ponce de Leon Blvd, Coral Gables, FL 33146",25.742227,-80.266061,,Coral Gables,healthcare,,$$,2.2,Google (SerpApi),52,,,0.60,Moderate,Y,Operational,low_rating(2.2),Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Low rating (2.2) — at-risk,asset,EMR systems; medical supply distributors; insurance billing networks,Maintain monitoring cadence,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
kimleyhorn,Kimley-Horn,,(305) 673-2025,http://www.kimley-horn.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,professional_services,Engineering consultant,$$$,5.0,Google (Outscraper),75,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7518672,-80.25580839999999,Ponce corridor professional cluster,High rating (5.0) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kindred_hospital__south_florida__coral_gables,Kindred Hospital - South Florida - Coral Gables,,(786) 526-6101,https://www.kindredhospitals.com/locations/florida/south-florida-coral-gables,Southwest 8th Street,25.7497,-80.2647,33134,Coral Gables,healthcare,healthcare/hospital,$$$,4.2,Google (SerpApi),52,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7637168,-80.2789477,Local business network,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
kingschristianschool,Kings Christian School,,,http://www.kcsmiami.com/,,25.7211,-80.2773,33146,Bird Road Corridor,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7309343,-80.3011624,Bird Road commercial strip,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kitchen_57,Kitchen 57,Mr. Michael Altman,(786) 238-7179,https://kitchen57miami.com,"7301 SW 57th Ct STE 100, South Miami, FL 33143",25.742227,-80.266061,,Coral Gables,food_beverage,,$$,4.7,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.7) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kiwanis_club_of_little_havana_inc,Kiwanis Club of Little Havana Inc.,Ms. Lidia Sanchez,(305) 644-8888,https://carnavalmiami.com,"1400 SW 1st St, Miami, FL 33135",25.742227,-80.266061,,Coral Gables,nonprofit,,$$,4.4,Google (SerpApi),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
knight_center_for_music_innovation,Knight Center for Music Innovation,,(305) 284-2400,https://facilities.frost.miami.edu/performance-halls/knight-center-for-music-innovation/index.html,5513 San Amaro Drive,25.7211,-80.2773,33146,University of Miami Area,arts_culture,other_amenity/theatre,$$,5,Google (SerpApi),8,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7180642,-80.281176,Local business network,High rating (5.0) — quality leader; Low validation confidence — verify status,platform,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
knight_sports_complex,Knight Sports Complex,,,https://miamihurricanes.com/facilities/knight-complex/,5831 San Amaro Drive,25.7211,-80.2773,33146,University of Miami Area,wellness,wellness/sports_centre,$$,5,Google (SerpApi),213,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7144331,-80.2823403,Local business network,High rating (5.0) — quality leader; Low validation confidence — verify status,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kojin_20,Kojin 2.0,Ms. Katherine Mederos,(786) 747-1404,https://kojin2.com,804 Ponce de Leon,25.742227,-80.266061,,Coral Gables,food_beverage,,$$,4.6,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kompare_taxes,Kompare Taxes,,(786) 483-8789,http://www.komparetaxes.com/,6807 Southwest 40th Street,25.7077,-80.3093,33155,Bird Road Corridor,professional_services,professional_services/tax_advisor,$$$,4.2,Google (SerpApi),75,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7336101,-80.3053087,Bird Road commercial strip,Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kozyak_tropin_throckmorton_pa,"Kozyak Tropin & Throckmorton, P.A.","Mrs. Maria Dolores Garcia, Esq.",(305) 372-1800,https://kttlaw.com,"2525 Ponce de Leon Blvd 9th Floor, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,legal,Attorneys  Commercial Litigation,$$,2.3,Google (SerpApi),74,,,0.60,Moderate,Y,Operational,low_rating(2.3),Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Low rating (2.3) — at-risk,asset,"Westlaw, LexisNexis; court filing systems; professional liability carriers",Maintain monitoring cadence,Standard operational risks,AI disruption in document review; Latin America cross-border demand growing,inferred
kreps_pr_marketing,Kreps PR & Marketing,Mr. Israel Kreps,(305) 663-9802,https://krepspr.com,"220 Alhambra Cir Suite 300, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,marketing,,$$,5,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,platform,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kristi_house,Kristi House,Ms. Lara Carter,(305) 547-6800,https://kristihouse.org,"1265 NW 12th Ave, Miami, FL 33136",25.742227,-80.266061,,Coral Gables,other,,$$,4.7,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.7) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
ksdt_cpa,"KSDT, CPA",Mr. Eugene Diaz,(305) 670-3370,http://www.ksdt.com/,,25.742227,-80.266061,,Coral Gables,accounting,Accounting & Tax Services,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
kuan,Kuan,,(786) 408-4636,,"1450 Madruga Ave STE 302, Miami, FL 33146",25.7211,-80.2773,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.9,Google (SerpApi),208,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.720742,-80.2787491,Local business network,High rating (4.9) — quality leader; 208 reviews — high visibility; Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,original
kukicadvertising,Kukic Advertising,,(305) 677-1621,http://kukicadvertising.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,marketing,Marketing agency,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7515492,-80.256388,Ponce corridor professional cluster,High rating (5.0) — quality leader,platform,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
kurzbankurzbantetzelipratt,Kurzban Kurzban Tetzeli & Pratt PA,,(305) 744-5888,https://www.kktplaw.com/?npcmp=dir:local:1575323:33134,,,,,Coral Gables,legal,immigration,$$,4.7,Web,116,,,1.0,High,N,,,N,non-cgcc-run2,,2026-02-19,cgcc,1,,,,inferred,,,Local business network,High rating (4.7) — quality leader; 116 reviews — high visibility,asset,"Westlaw, LexisNexis; court filing systems; professional liability carriers",Prospect for CGCC membership,Standard operational risks,AI disruption in document review; Latin America cross-border demand growing,original
kurzban_kurzban_tetzeli_and_pratt,Kurzban Kurzban Tetzeli and Pratt,Ms. Helena Tetzeli,(305) 444-0060,https://kktplaw.com,"131 Madeira Ave, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,legal,Attorneys  Immigration & Nationality Law,$$,4.7,Google (SerpApi),116,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.7) — quality leader; 116 reviews — high visibility,asset,"Westlaw, LexisNexis; court filing systems; professional liability carriers",Maintain monitoring cadence,Standard operational risks,AI disruption in document review; Latin America cross-border demand growing,original
kurzbankurzbanweingertetzeli_and_pratt,"Kurzban,Kurzban,Weinger,Tetzeli and Pratt",,(305) 744-5888,https://www.kktplaw.com/?npcmp=dir:local:1575323:33134,2650 Southwest 27th Avenue,25.73,-80.2415,33133,Douglas Road Corridor,legal,legal/lawyer,$$$,4.7,Google (SerpApi),116,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7424003,-80.2381818,Douglas Road transit corridor,High rating (4.7) — quality leader; 116 reviews — high visibility,asset,"Westlaw, LexisNexis; court filing systems; professional liability carriers",Prospect for CGCC membership,Standard operational risks,AI disruption in document review; Latin America cross-border demand growing,original
kydeco,KyDeco,,(201) 502-0358,,,25.742227,-80.266061,07601,Coral Gables,retail,Used furniture store,$$,4.9,Google (Outscraper),36,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,,,Local business network,High rating (4.9) — quality leader,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
l_m_engraving_trophy_company,L & M Engraving & Trophy Company,Mr. Sandy Liebowitz,(305) 273-7607,http://www.lmengraving.com/?utm_source=google,"9465 SW 56th St, Miami, FL 33165",25.742227,-80.266061,,Coral Gables,accounting,Accounting Department,$$$,4.1,Google (SerpApi),4,,,0.55,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
lr_structural_corp,L&R Structural Corp.,,(305) 220-8200,http://www.lrstructural.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2097039469708118890,"6495 Bird Rd, Miami, FL 33155",25.7211,-80.2773,33146,Bird Road Corridor,professional_services,professional_services/company,$$$,4.7,Google (SerpApi),75,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7337598,-80.3005811,Bird Road commercial strip,High rating (4.7) — quality leader; Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
lamour_boutique,L'Amour Boutique,,(305) 992-0630,https://lamourspafl.com/?contact_posted=true#ContactForm-AcDc2d2N4VDc4MUxpc__contact_form_3BFzBK,6558 Southwest 40th Street,25.7077,-80.3093,33155,Bird Road Corridor,retail,retail/clothes,$$,4.9,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7332001,-80.3017708,Bird Road commercial strip,High rating (4.9) — quality leader; Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
lartisane,L'Artisane,,(786) 502-8595,https://www.lartisanebakery.com/,2526 Ponce de Leon Boulevard,25.7497,-80.2647,33134,Miracle Mile,retail,retail/bakery,$$,4.7,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7481262,-80.2588384,Miracle Mile retail corridor,High rating (4.7) — quality leader,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
loccitane_en_provence,L'Occitane En Provence,Ms. Katy Vasallo,(305) 445-1040,https://loccitane.com,"330 San Lorenzo Ave, Coral Gables, FL 33146",25.742227,-80.266061,,Coral Gables,personal_services,Beauty Products,$$,4.6,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
labellasalon,La Bella Salon,,(305) 444-1412,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,personal_services,Hair salon,$$,4.8,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.749092899999997,-80.2553932,Ponce corridor professional cluster,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
laboulangerieboulmich,La Boulangerie Boul'Mich,,(305) 858-1080,https://www.laboulangerieusa.com/,,25.753,-80.235,33145,Coral Gables,food_beverage,Bakery,$$,4.7,Google (Outscraper),87,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.750809099999998,-80.2151884,Local business network,High rating (4.7) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
la_carreta,La Carreta,,(305) 444-7501,http://lacarreta.com/locations/,3632 Southwest 8th Street,25.7666,-80.234,33135,Coral Gables,food_beverage,food_beverage/restaurant,$$,4.2,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7645278,-80.253849,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
lacasitacubancuisine,La Casita Cuban Cuisine,,,https://lacasitacubancuisine.com/,,25.742227,-80.266061,,Coral Gables,food_beverage,"Caribbean, Cuban",$$,4.1,TripAdvisor,90,,,0.70,Moderate,Y,Operational,no_contact_info,N,ta,CG-OSINT-20260212-v4.0,2026-02-12,tripadvisor,1,,,,original,,,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,original
la_casita_restaurant,La Casita Restaurant,,(305) 448-8224,https://lacasitacubancuisine.com/,3805 Southwest 8th Street,25.7497,-80.2647,33134,Coral Gables,food_beverage,food_beverage/restaurant,$$,4.5,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7647605,-80.2574504,Local business network,High rating (4.5) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
laelegantecleaners,La Elegante Cleaners,,(305) 444-8711,https://www.instagram.com/laelegante_cleaners/?hl=en,,25.7497,-80.2647,33134,Coral Gables,personal_services,Dry cleaner,$$,4.1,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7649568,-80.25760799999999,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
