business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
milamsmarketcoralgableseast,Milam's Market- Coral Gables (East),,(786) 673-1236,,,25.733819,-80.2545538,33146,Bird Road Corridor,food_beverage,Supermarket,$$,4.7,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.7) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
millers_ale_house,Miller's Ale House,,(305) 444-3600,https://millersalehouse.com/locations/coral-gables/,101 Miracle Mile,25.7498774,-80.2568796,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,4.2,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
millesimausawinestorenewyork,Millesima USA Wine Store New York,,(212) 639-9463,,,,,10065,Coral Gables,food_beverage,Wine store,$$,4.2,Google (Outscraper),87,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,,,inferred
mindfulpsychiatry,Mindful Psychiatry,,(786) 664-7757,,,25.752672,-80.25729919999999,33134,Ponce de Leon Corridor,healthcare,Psychologist,$$$,4.8,Google (Outscraper),18.0,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,original
mindfultherapy,Mindful Therapy LLC,,(786) 344-8757,,,25.765026499999998,-80.2590683,33134,Coral Gables,healthcare,Mental health clinic,$$$,4.2,Google (Outscraper),9.0,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,original
mint_leaf_indian_brasserie,Mint Leaf Indian Brasserie,,(305) 358-5050,,"1063 Brickell Plaza, Miami, FL 33131",25.7517984,-80.2602962,33134,Alhambra Circle,food_beverage,food_beverage/restaurant,$$,2.2,Google (SerpApi),87,,,0.60,Low,Y,Operational,low_rating(2.2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Alhambra financial district,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low rating (2.2) — at-risk; Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
mintwellnesscenter,Mint Wellness Center,,(954) 203-5361,,,25.749617999999998,-80.261828,33134,Miracle Mile,wellness,Spa,$$,3.9,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
mintyfreshmiamidentalorthodontics,Minty Fresh Miami: Dental & Orthodontics,,(305) 442-6422,,,25.7516285,-80.2616843,33134,Alhambra Circle,healthcare,Dentist,$$$,5.0,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Alhambra financial district,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
minuteman_press,Minuteman Press,Mr. Bradford Smith,(305) 762-4147,https://coralgables.minutemanpress.com,"4240 SW 73rd Ave, Miami, FL 33155",,,,Coral Gables,other,,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
miraclemarketplace,Miracle Marketplace,,(305) 443-9620,,,25.7501686,-80.2497661,33145,Coral Gables,retail,Shopping mall,$$,4.4,Google (Outscraper),36,,,0.85,High,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.753,-80.235,inferred
miraclemiledowntowncoralgables,Miracle Mile & Downtown Coral Gables,,(305) 569-0311,,,25.7494437,-80.2574053,33134,Miracle Mile,retail,Shopping mall,$$,4.6,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.6) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
miraclesmiledentistrydrannaaller,Miracle Smile Dentistry - Dr. Anna Aller,,(305) 569-9966,,,25.748555999999997,-80.26553799999999,33134,Coral Gables,healthcare,Dental clinic,$$$,4.9,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
mishas_cupcakes,Misha's Cupcakes,Ms. Misha Kuryla,(786) 200-6153,https://mishascupcakes.com,"1586 S Dixie Hwy, Coral Gables, FL 33146",,,,Coral Gables,other,,$$,3.4,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
miss_saigon,Miss Saigon,,,,148 Giralda Avenue,25.7511157,-80.2577165,33134,Ponce de Leon Corridor,food_beverage,food_beverage/restaurant,$$,4.3,Google (SerpApi),87,,,0.60,Low,Y,Operational,no_contact_info; low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Ponce corridor professional cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
mistersrky,Mister Sparky,,(305) 203-0964,,,25.6537547,-80.38280139999999,33176,Sunset / South Gables,construction,Electrician,$$,4.7,Google (Outscraper),56,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,infrastructure,Local business network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (4.7) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.659,-80.347,inferred
miyaresgroup,Miyares Group,,(305) 640-8521,,,25.753322599999997,-80.2590953,33134,Ponce de Leon Corridor,food_beverage,Certified public accountant,$$,4.9,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Ponce corridor professional cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.9) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
mktdirector,MKTDIRECTOR,,(786) 623-4041,https://mktdirector.com/,,,,,,marketing,['Marketing agency'],$$,5,Web,56,,,1.0,High,N,,,N,non-cgcc-run1,,2026-02-19,platform,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,cgcc,1,inferred,,,inferred
mobil,Mobil,,(305) 666-6396,https://www.exxon.com/en/find-station/200316004,"375 S Dixie Hwy, Coral Gables, FL 33133",25.7271079,-80.2613257,33146,Coral Gables,auto_dealer,auto_services/fuel,$$,4.3,Google (SerpApi),110,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
modelsdreams,Models Dream Spa,,(786) 930-2023,,,25.750481999999998,-80.25579719999999,33134,Ponce de Leon Corridor,wellness,Day spa,$$,5.0,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Ponce corridor professional cluster,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
modernhomes,Modern Homes,,(786) 322-0471,,,25.7289376,-80.25606619999999,33133,Coral Gables,healthcare,Television repair service,$$,,Google (Outscraper),,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,google,1,inferred,25.73,-80.2415,
modofurniture,Modo Furniture,,(305) 567-2970,,,25.732629499999998,-80.2587956,33146,Bird Road Corridor,retail,Furniture store,$$,4.9,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.9) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
moi_homemade_peruvian_bakery,Moi Homemade Peruvian Bakery,,(305) 456-7485,https://www.moihomemade.com/,7388 Southwest 57th Avenue,25.7028253,-80.285616,33143,Sunset / South Gables,retail,retail/bakery,$$,4.8,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.8) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7062,-80.282,inferred
moisesgross,Moises|Gross,,(305) 306-3055,,,25.762759,-80.2628976,33134,Coral Gables,legal,Insurance attorney,$$,4.8,Google (Outscraper),46.0,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,original
monsatroyalvet,Mon-Sat Royal Vet,,(305) 667-5821,https://royalvet.com,"4569 Ponce de Leon, Coral Gables, FL 33146",,,,,healthcare,wellness & emergency,$$$,4.7,Web,52,,,1.0,High,N,,,N,non-cgcc-run2,,2026-02-19,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.7) — quality leader,Standard operational risks,Prospect for CGCC membership,cgcc,1,inferred,,,inferred
monahanmijaresc,Monahan Mijares CPA,,(305) 407-1440,,,25.748141699999998,-80.2559424,33134,Ponce de Leon Corridor,food_beverage,Certified public accountant,$$,5.0,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Ponce corridor professional cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (5.0) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
monalisa_pizzeria_italian_restaurant,Monalisa Pizzeria Italian Restaurant,,(305) 445-7500,https://monalisapizzeria.menufy.com,"4751 SW 8th St, Coral Gables, FL 33134",25.7643636,-80.2726987,33134,Coral Gables,food_beverage,food_beverage/restaurant,$$,4.1,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
monkeyfurniturestore,Monkey Furniture Store,,(305) 849-3668,,,25.778893699999998,-80.27072299999999,33126,Coral Gables,retail,Furniture store,$$,4.2,Google (Outscraper),36,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,25.758,-80.312,inferred
monsalve_integrative_health,Monsalve Integrative Health,,(305) 209-4731,https://www.monsalvehealth.com/,6705 Southwest 57th Avenue,25.7061238,-80.2846877,33143,Sunset / South Gables,healthcare,healthcare/alternative,$$$,4.9,Google (Outscraper),177.0,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.9) — quality leader; 177 reviews — high visibility,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7062,-80.282,original
montes_de_oca,Montes de Oca,,(305) 567-0306,http://www.primecare1.com/,5241 Southwest 8th Street,25.7639815,-80.2805817,33134,Coral Gables,food_beverage,food_beverage/restaurant,$$,4.6,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
montessori_childrens_house,Montessori Childrens House,,(305) 567-1900,https://gablesmontessori.com/,"990 S Le Jeune Rd, Coral Gables, FL 33134",25.7337119,-80.2942177,33146,Bird Road Corridor,education,education/school,$$,4.9,Google (SerpApi),30,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Bird Road commercial strip,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
montessori_international_school,Montessori International School,,(786) 732-2661,http://www.international-montessori.com/,"12400 SW 84th Avenue Rd, Miami, FL 33156",25.7062127,-80.2722729,33146,Sunset / South Gables,education,education/school,$$,5,Google (SerpApi),30,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
montessori_smart_learning_academy,Montessori Smart Learning Academy,,,,,25.755261,-80.2880651,33134,Coral Gables,education,education/school,$$,,,,,,0.60,Low,Y,Operational,no_contact_info; low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,original,25.7497,-80.2647,
montica_jewelry,Montica Jewelry,Ms. Marichi O'Rourke,(305) 446-2957,https://montica.com,"500 S Dixie Hwy # 203, Coral Gables, FL 33146",25.7244264,-80.2636373,33146,Coral Gables,retail,,$$,5.0,Google (Outscraper),36,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (5.0) — quality leader,E-commerce disruption; foot traffic dependency,Maintain monitoring cadence,cgcc,1,original,25.7211,-80.2773,inferred
montys,Monty's,,(305) 856-3992,https://www.montysrawbar.com/,2550 South Bayshore Drive,25.7321159,-80.2324358,33133,Bird Road Corridor,food_beverage,food_beverage/restaurant,$$,4.6,Google (SerpApi),87,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader; Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.73,-80.2415,inferred
montyscoconutgrove,Monty's Coconut Grove,,(305) 856-3992,,,25.73227,-80.23248799999999,33133,Bird Road Corridor,food_beverage,Restaurant,$$,4.6,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.73,-80.2415,inferred
moodwellnesss,Mood Wellness Spa,,(786) 327-1713,,,25.749781799999997,-80.2603693,33134,Miracle Mile,wellness,Spa,$$,4.2,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
moraysjewelers,Morays Jewelers,,(305) 374-0739,,,25.7494648,-80.25712879999999,33134,Miracle Mile,retail,Jewelry store,$$,4.6,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.6) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
morgan_horton_law,Morgan Horton Law,Ms. Laura Morgan Horton,(305) 624-0011,https://cmorganlaw.net,"2121 Ponce de Leon Blvd Ste 900, Coral Gables, FL 33134",,,,Coral Gables,legal,"Attorneys  Estate Planning, Trusts & Probate",$$,5,Google (SerpApi),74,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
morganstanleyfinancialadvisors,Morgan Stanley Financial Advisors,,(305) 460-7800,,,25.751733899999998,-80.2590694,33134,Ponce de Leon Corridor,financial_services,Financial consultant,$$,3.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster; Alhambra financial cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
morgan_stanley_wealth_management,Morgan Stanley Wealth Management,Mr. Carlos Shteremberg,(786) 848-3054,https://morganstanley.com,"220 Alhambra Cir 10th FL, Coral Gables, FL 33134",,,,Coral Gables,accounting,Accounting Department,$$$,3,Google (SerpApi),2,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,original
mortons_the_steakhouse,Morton's The Steakhouse,,(305) 442-1662,https://mortons.com/,2333 Ponce de Leon Boulevard,25.7498738,-80.2584434,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,3.9,TripAdvisor,323,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,323 reviews — high visibility,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,original
motek_coral_gables,Motek Coral Gables,Ms. Krizia Calero,(305) 396-8547,https://motekcafe.com,"45 Miracle Mile, Miami, FL 33134",25.7500425,-80.2558088,33134,Coral Gables,other,,$$,4.9,Google (Outscraper),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,25.7497,-80.2647,inferred
mountnebocommunitydaycarecenter,Mount Nebo Community Day Care Center,,,,,25.7113889,-80.2922222,33143,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7062,-80.282,
mountsinaiprimaryspecialtycare,Mount Sinai Primary & Specialty Care,,(305) 441-0910,https://msmc.com,"836 Ponce de Leon Boulevard, Suite 200, Coral Gables, FL 33134",,,,,healthcare,multi-specialty,$$$,3.6,Web,52,,,1.0,High,N,,,N,non-cgcc-run2,,2026-02-19,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,cgcc,1,inferred,,,inferred
mount_sinai_primary_specialty_care_coral_gables,Mount Sinai Primary & Specialty Care Coral Gables,Mr. Oscar Llorente,(305) 390-0596,https://msmc.com,"836 Ponce de Leon Boulevard, Suite 200, Coral Gables, FL 33134",25.763448699999998,-80.25936879999999,33134,Coral Gables,technology,,$$,3.6,Web,56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,25.7497,-80.2647,inferred
mrjeffcleaners,Mr Jeff Cleaners,,(786) 505-0201,,,25.7046305,-80.2850677,33143,Sunset / South Gables,personal_services,Dry cleaner,$$,4.4,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7062,-80.282,inferred
mr_c_miami__coconut_grove,Mr. C Miami - Coconut Grove,,(305) 800-6672,http://www.mrccoconutgrove.com/,2988 McFarlane Road,25.7273082,-80.2421835,33133,Douglas Road Corridor,hospitality,hospitality/hotel,$$$,4.6,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Douglas Road transit corridor,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,High rating (4.6) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.73,-80.2415,inferred
museinthegables,Muse In the Gables,,(305) 446-9696,,,25.7584661,-80.2592975,33134,Ponce de Leon Corridor,personal_services,Beauty salon,$$,4.8,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
music_for_your_eyes,Music for your Eyes,,(305) 441-1717,https://locations.foreyes.com/fl/miami/3542-coral-way.html?y_source=1_NjM2NzY5MDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3542 Coral Wy Suite 44, Miami, FL 33145",25.7197962,-80.2796086,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.7,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,High rating (4.7) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
mutual_of_omaha,Mutual of Omaha,Mr. Alfonso Bonilla,(786) 655-0163,https://agents.mutualofomaha.com/alfonsobonilla,"2600 Douglas Rd Ste 1109, Coral Gables, FL 33134",,,,Coral Gables,financial_services,Financial Services,$$,4.4,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network; Alhambra financial cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
mytimenailbar,My Time Nail Bar,,(305) 332-7305,,,25.748161099999997,-80.2642219,33134,Coral Gables,personal_services,Nail salon,$$,4.2,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
myxcellnetwork,My Xcell Network,Luis Gonzalez Jr.,305-704-0521,https://myxcell.net,,,,,Coral Gables,technology,Consultants  Business / Professional Services,$$,,Multi-platform,,Bilingual support + 11-year history, Name association with job scams,0.6,Moderate,Y,Critical,multiple_issues(2),Y,agent1-scraper,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",AI talent war; South Florida tech migration; VC funding normalization,Monitor for rating/review changes,Red flag:  SCAM ASSOCIATION; Reputation damage = critical issue,Collect rating data via SerpApi enrichment,agent1,1,original,,,
mycitysocial,MyCity Social,,,,,,,,,marketing,digital marketing,$$,,Web,,,,,,Y,Operational,no_contact_info,N,non-cgcc-run1,,,platform,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,cgcc,1,inferred,,,
