business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
tullioristoranteitaliano,Tullio Ristorante Italiano,,(305) 926-4208,,160 Andalusia Ave,,,,Coral Gables,food_beverage,Italian,Italian,$$,4.2,TripAdvisor,13,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA+TA,CG-OSINT-20260212-v4.0,2026-02-12
twosistersrestaurant,Two Sisters Restaurant,Mr. Joseph Bidwell,(305) 447-6030,hyatt.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
versaillesrestaurant,Versailles Restaurant,,(305) 444-0240,https://www.versaillesrestaurant.com/location,3555 Southwest 8th Street,25.7649886,-80.2527677,33133,Coral Gables,food_beverage,restaurant,cuban;latin_american;sandwich,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
vinyatable,Vinya Table,Mr. Pedro Pozo,(305) 203-4229,vinyawine.com/coralgables,,,,,Coral Gables,food_beverage,Restaurants,"American, Bar",$$,4.5,TripAdvisor,8,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+TA,CG-OSINT-20260212-v4.0,2026-02-12
voli305vodka,Voli 305 Vodka,Ms. Priscilla Perez,(305) 564-5464,voli305vodkashop.com,,,,,Coral Gables,food_beverage,Beverageâ€‘Alcohol,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
walmartneighborhoodmarket,Walmart Neighborhood Market,,(786) 257-4094,https://www.walmart.com/store/4140-miami-fl,6991 Southwest 8th Street,25.7646677,-80.3090141,33134,Coral Gables,food_beverage,retail/supermarket,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
wawa,Wawa,,,,6971 Southwest 24th Street,25.7485064,-80.3083855,33146,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
wendys,Wendy's,,(305) 262-8666,https://locations.wendys.com/united-states/fl/miami/6720-sw-8th-street,6720 Southwest 8th Street,25.7626842,-80.3042748,33134,Bird Road Corridor,food_beverage,fast_food,burger,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
westarmart,Westar Mart,,,,,25.7634906,-80.3002149,33134,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
wholefoodsmarket,Whole Foods Market,,(305) 421-9421,https://www.wholefoodsmarket.com/stores/coralgables,6701 Red Road,25.7064826,-80.2851631,33143,Sunset / South Gables,food_beverage,retail/supermarket,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
wildforkfoods,Wild Fork Foods,,,,1180 South Dixie Highway,25.7151958,-80.2755589,33146,University of Miami,food_beverage,retail/supermarket,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:University of Miami,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
wine41,Wine 41,Mr. Luis Montoto,(786) 429-3957,wine41.com,,,,,Coral Gables,food_beverage,Wine Concierge Service,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
wingstop,Wingstop,,(786) 701-9977,,6714 Bird Road,25.7312791,-80.3036534,33146,Bird Road Corridor,food_beverage,fast_food,wings,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
winndixie,Winn-Dixie,,(305) 666-5241,https://www.winndixie.com/storedetails/miami/fl?search=249,5850 Southwest 73rd Street,25.702758,-80.2888212,33143,Sunset / South Gables,food_beverage,retail/supermarket,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
yardhousecoralgables,Yard House Coral Gables,Ms. Katie Harrold,(305) 447-9273,yardhouse.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
zitzsum,Zitz Sum,,,,,,,,Coral Gables,food_beverage,"French, Japanese","French, Japanese",$$,4.5,TripAdvisor,14,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
zucca,Zucca,Ms. Lorena Manrique,(786) 580-3731,zuccamiami.com,162 Alcazar Avenue,25.752871,-80.258411,33134,Ponce de Leon Corridor,food_beverage,Restaurants,Italian,$$,4.3,TripAdvisor,209,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+OSM+TA,CG-OSINT-20260212-v4.0,2026-02-12
maman,maman,Ms. Chloe Colbert,(305) 603-9206,mamannyc.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
alianzastrategies,Alianza Strategies,Ms. Myrna Vaca,(786) 897-2680,,,,,,Coral Gables,government,Business Development/Government Affairs,,$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:government; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ntingov,Pantin Gov,Mr. Les Pantin,(305) 215-2162,pantingov.com,,,,,Coral Gables,government,Government Relations/Lobbying,,$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:government; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
robertmlevyassociates,Robert M. Levy & Associates,Mr. Jose Diaz,(850) 294-7583,,,,,,Coral Gables,government,Government Relations/Lobbying,,$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:government; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
247nursingcare,24/7 Nursing Care Inc.,"Mr. Luis Mejer, Jr.",(786) 518-3622,,,,,,Coral Gables,healthcare,Home Health Care Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
americancancersociety,American Cancer Society,Ms. Betty Newborn,(305) 962-3797,cancer.org,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
americanheartassociation,American Heart Association,Ms. Katherine Nunez,(786) 304-3577,heart.org/FL,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,platform_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
animalclinicofmiamidade,Animal Clinic of Miami-Dade,,,,2134 Southwest 67th Avenue,25.7505745,-80.30383,33146,Coral Gables,healthcare,veterinary,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bgintegrativestudio,BG Integrative Studio,Ms. Ysdaly Thielen,(786) 607-3698,bgmedtattoo.com,,,,,Coral Gables,healthcare,Medical & Cosmetic Tatoo,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
baptisthealthsouthflorida,Baptist Health South Florida,Ms. Erin M. Dowd,(786) 596-1960,baptisthealth.net,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
baptistrehabilitationhospital,Baptist Rehabilitation Hospital,,,,,25.7047486,-80.2940078,33143,Sunset / South Gables,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bellodentalcenter,Bello Dental Center,,,,6567 Southwest 24th Street,25.7482816,-80.302821,33146,Coral Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
benitezdentalcenter,Benitez Dental Center,Dr. Andrea Benitez,(786) 442-2122,benitezdentalcenter.com,,,,,Coral Gables,healthcare,Dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
betteraddictioncare,Better Addiction Care,,,,475 Biltmore Way,25.7486588,-80.2643503,33134,Coral Gables,healthcare,counselling,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
cvspharmacy,CVS Pharmacy,,(305) 446-4641,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1160-s-dixie-hwy-coral-gables-fl-33146/storeid=4059,1160 South Dixie Highway,25.7154589,-80.2751753,33146,University of Miami,healthcare,pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:University of Miami,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
choicemd,ChoiceMD,Ms. Vanessa Bedoya,(305) 777-0219,choicemd.com,4000 Ponce de Leon Boulevard,25.7339831,-80.2589483,33146,Bird Road Corridor,healthcare,Health Information Provider,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
coconutgrovechiropractic,Coconut Grove Chiropractic,,,,3400 Coral Way,25.7496358,-80.2498125,33134,Coral Gables,healthcare,alternative,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
coralgablesacupuncture,Coral Gables Acupuncture,,,https://miamiacupuncture.com,2645 Southwest 37th Avenue,25.742333,-80.2540819,33133,Coral Gables,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
coralgableshospital,Coral Gables Hospital,,(866) 661-3359,https://www.coralgableshospital.com/,3100 Douglas Road,25.7434547,-80.2551562,33134,Ponce de Leon Corridor,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC; geo:Ponce de Leon Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
digitalradiology,Digital Radiology Inc.,Dr. Douglas Hornsby,(305) 759-9293,,,,,,Coral Gables,healthcare,Physicians & Surgeons,,$$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
doctorshospital,Doctors Hospital,,(786) 308-3000,https://baptisthealth.net/en/facilities/doctors-hospital/,5000 University Drive,25.7243779,-80.2740057,33146,University of Miami,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC; geo:University of Miami,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
edwardbernier,Edward Bernier,,(786) 216-7850,https://www.edwardbeiner.com/boutiques/coconut-grove/,3015 Grand Avenue,25.7286168,-80.2422208,33133,Douglas Road Corridor,healthcare,optical,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Douglas Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
epicsmilesmiami,Epic Smiles Miami,,,,2525 Southwest 8th Street,25.7653853,-80.2374,33133,Douglas Road Corridor,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Douglas Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
familymedicalgroupgables,Family Medical Group Gables,Ms. Jannelle Ramirez,(305) 306-0233,thefamilymedgroup.com,,,,,Coral Gables,healthcare,Health Care/Primary Care Medicine,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
flossysmilesdentalimplantsestheticsdrgio,Flossy Smiles Dental Implants & Esthetics: Dr. Gio,,(786) 384-6455,https://www.flossysmiles.com/,385 Alhambra Circle,25.7522253,-80.2624446,33134,Alhambra Circle,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Alhambra Circle,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
formadental,Forma Dental,,(786) 762-2465,https://formadental.co/,69 Merrick Way,25.7511964,-80.2556895,33134,Ponce de Leon Corridor,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Ponce de Leon Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fusionmdcosmeticsurgery,Fusion MD Cosmetic Surgery,,(305) 686-1122,https://www.fusionmdcosmeticsurgery.com,550 Biltmore Way,25.7478624,-80.2659455,33134,Coral Gables,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
gablesmedicalbilling,Gables Medical Billing,Mr. Carlos A. Plana,(305) 273-5566,gablesmedicalbilling.com,,,,,Coral Gables,healthcare,Medical Billing Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
globalwellnesshub,Global Wellness Hub,Ms. Karen Minor,(786) 558-8892,,,,,,Coral Gables,healthcare,Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
glowinghealthcare,Glowing Healthcare LLC,,(305) 308-6966,https://glowinghc.com/,"430 S Dixie HWY, Suite 207",25.7254233,-80.2626973,33146,Coral Gables,healthcare,centre,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
hdesthetique,HD Esthetique,,(305) 668-2853,https://hdesthetique.com,,25.7002615,-80.2856619,33143,Sunset / South Gables,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
harrymayansdmdandmercedesmayansddsdentist,Harry Mayans DMD and Mercedes Mayans DDS Dentist,,,,6517 Southwest 24th Street,25.7482888,-80.3019041,33146,Coral Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
healthcarecenteroflittlehavana,Health Care Center of Little Havana,Mr. Gustavo Gutierrez,(305) 888-6959,healthcarecenters.info,,,,,Coral Gables,healthcare,Healthcare Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
hearrightusa,Hear Right USA,Ms. Maria Moreno,(786) 261-5190,hearrightusa.com,,,,,Coral Gables,healthcare,Healthcare Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
interfaceconsultingandpsychologicalservices,Interface Consulting and Psychological Services,Dr. Irma Campos,(786) 983-6965,icpstherapy.com,,,,,Coral Gables,healthcare,Mental Health Care / Psychologists & Psychiatrists,,$$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
intuitivecounseling,Intuitive Counseling,Ms. Victoria Rodriguezâ€‘Hevia,(305) 318-2839,intuitivecounseling.org,,,,,Coral Gables,healthcare,Mental Health Care / Psychologists & Psychiatrists,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
jacksonhealthfoundation,Jackson Health Foundation,Ms. Alexandra Salcedo,(305) 588-8167,jacksonhealthfoundation.org,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
jennycraig,Jenny Craig,,(305) 448-3508,https://locations.jennycraig.com/fl/miami/weight-loss-center-960.html,2720 South Dixie Highway,25.7389079,-80.2395447,33133,Douglas Road Corridor,healthcare,counselling,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Douglas Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
jewishcommunityservicesofsouthflorida,Jewish Community Services of South Florida,Ms. Miriam Singer,(305) 576-6550,jcsfl.org,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
joserodriguezfelizmd,"Jose Rodriguezâ€‘Feliz, MD",Dr. Jose Rodriguezâ€‘Feliz,(305) 563-3030,rodriguezfelizmd.com,,,,,Coral Gables,healthcare,Physicians & Surgeons â€‘ Plastic Surgery,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
joserodrguezfelizmd,"Jose RodrÃ­guez-Feliz, MD",,(305) 563-3030,https://rodriguezfelizmd.com/,,25.7061216,-80.2853069,33143,Sunset / South Gables,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
kidzmedicalservices,Kidz Medical Services,Mr. Wayne Brackin,(305) 661-1515,kidzmedical.com,,,,,Coral Gables,healthcare,Physicians â€‘ Pediatric Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
kindredhospitalsouthfloridacoralgables,Kindred Hospital - South Florida - Coral Gables,,(786) 526-6101,https://www.khcoralgables.com,,25.7637168,-80.2789477,33134,Coral Gables,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
larkommunityhospital,Larkin Community Hospital,,(305) 284-7500,http://www.larkinhospital.com/site/,7031 Southwest 62nd Avenue,25.7060157,-80.292982,33143,Sunset / South Gables,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
lifeimagingfla,Life Imaging FLA,Ms. Maria Penaloza,(772) 773-6675,lifeimagingfla.com,,,,,Coral Gables,healthcare,Healthcare Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
lifetheory,Life Theory Inc.,Ms. Melissa Escalona,(786) 676-2592,lifetheorymia.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
mbravocamddsandleyannesalvadordmddentist,M. Bravo-Campa DDS and Leyanne Salvador DMD Dentist,,,,6507 Southwest 24th Street,25.7483078,-80.3017161,33146,Coral Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
mdnowurgentcare,MD Now Urgent Care,,,,6605 South Dixie Highway,25.6948841,-80.3003784,33143,Sunset / South Gables,healthcare,clinic,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
miamiaccidentclinic,Miami Accident Clinic,,(786) 380-6652,http://www.themiamiaccidentclinic.com,3727 Southwest 8th Street,25.7649181,-80.2559285,33134,Coral Gables,healthcare,clinic,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
miamidermannachaconmd,"Miami Derm: Anna Chacon, MD, PA",Dr. Anna Chacon,(305) 902-5733,drannachacon.com,,,,,Coral Gables,healthcare,Physicians â€‘ Dermatology,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
