business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date
zucca,Zucca,Ms. Lorena Manrique,(786) 580-3731,zuccamiami.com,162 Alcazar Avenue,25.752871,-80.258411,33134,Ponce de Leon Corridor,food_beverage,Restaurants  Italian,$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
maman,maman,Ms. Chloe Colbert,(305) 603-9206,mamannyc.com,,,,,Coral Gables,food_beverage,Restaurants  Cafe,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
alianzastrategies,Alianza Strategies,Ms. Myrna Vaca,(786) 897-2680,,,,,,Coral Gables,government,Business Development/Government Affairs,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ntingov,Pantin Gov,Mr. Les Pantin,(305) 215-2162,pantingov.com,,,,,Coral Gables,government,Government Relations/Lobbying,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
robertmlevyassociates,Robert M. Levy & Associates,Mr. Jose Diaz,(850) 294-7583,,,,,,Coral Gables,government,Government Relations/Lobbying,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
247nursingcare,24/7 Nursing Care Inc.,"Mr. Luis Mejer, Jr.",(786) 518-3622,,,,,,Coral Gables,healthcare,Home Health Care Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
americancancersociety,American Cancer Society,Ms. Betty Newborn,(305) 962-3797,cancer.org,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
americanheartassociation,American Heart Association,Ms. Katherine Nunez,(786) 304-3577,heart.org/FL,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
animalclinifmiamidade,Animal Clinic of Miami-Dade,,,,2134 Southwest 67th Avenue,25.7505745,-80.30383,33146,Coral Gables,healthcare,veterinary,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bgintegrativestudio,BG Integrative Studio,Ms. Ysdaly Thielen,(786) 607-3698,bgmedtattoo.com,,,,,Coral Gables,healthcare,Medical & Cosmetic Tatoo,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
baptisthealthsouthflorida,Baptist Health South Florida,Ms. Erin M. Dowd,(786) 596-1960,baptisthealth.net,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
baptistrehabilitationhospital,Baptist Rehabilitation Hospital,,,,6233 Sunset Drive,25.7047486,-80.2940078,33143,Sunset / South Gables,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bellodentalcenter,Bello Dental Center,,,,6567 Southwest 24th Street,25.7482816,-80.302821,33146,Coral Gables,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
benitezdentalcenter,Benitez Dental Center,Dr. Andrea Benitez,(786) 442-2122,benitezdentalcenter.com,,,,,Coral Gables,healthcare,Dentist,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
betteraddictioncare,Better Addiction Care,,,,475 Biltmore Way,25.7486588,-80.2643503,33134,Coral Gables,healthcare,counselling,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cvspharmacy,CVS Pharmacy,,(305) 446-4641,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1160-s-dixie-hwy-coral-gables-fl-33146/storeid=4059,1160 South Dixie Highway,25.7154589,-80.2751753,33146,University of Miami Area,healthcare,pharmacy,$$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
choicemd,ChoiceMD,Ms. Vanessa Bedoya,(305) 777-0219,choicemd.com,4000 Ponce de Leon Boulevard,25.7339831,-80.2589483,33146,Bird Road Corridor,healthcare,Health Information Provider,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
nutgrovechiropractic,Coconut Grove Chiropractic,,,,3400 Coral Way,25.7496358,-80.2498125,33134,Coral Gables,healthcare,alternative,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesacupuncture,Coral Gables Acupuncture,,,https://miamiacupuncture.com,2645 Southwest 37th Avenue,25.742333,-80.2540819,33133,Coral Gables,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ralgableshospital,Coral Gables Hospital,,(866) 661-3359,https://www.coralgableshospital.com/,3100 Douglas Road,25.7434547,-80.2551562,33134,Ponce de Leon Corridor,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
digitalradiology,Digital Radiology Inc.,Dr. Douglas Hornsby,(305) 759-9293,,,,,,Coral Gables,healthcare,Physicians & Surgeons,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
doctorshospital,Doctors Hospital,,(786) 308-3000,https://baptisthealth.net/en/facilities/doctors-hospital/,5000 University Drive,25.7243779,-80.2740057,33146,University of Miami Area,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
edwardbernier,Edward Bernier,,(786) 216-7850,https://www.edwardbeiner.com/boutiques/coconut-grove/,3015 Grand Avenue,25.7286168,-80.2422208,33133,Douglas Road Corridor,healthcare,optical,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
epicsmilesmiami,Epic Smiles Miami,,,,2525 Southwest 8th Street,25.7653853,-80.2374,33133,Douglas Road Corridor,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
familymedicalgroupgables,Family Medical Group Gables,Ms. Jannelle Ramirez,(305) 306-0233,thefamilymedgroup.com,,,,,Coral Gables,healthcare,Health Care/Primary Care Medicine,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
floridarestaurantlodgingassociation,Florida Restaurant & Lodging Association,Ms. Lynne M. Hernandez,(305) 598-3752,frla.org,,,,,Coral Gables,healthcare,Hospitality & Tourism,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
flossysmilesdentalimplantsestheticsdrgio,Flossy Smiles Dental Implants & Esthetics: Dr. Gio,,(786) 384-6455,https://www.flossysmiles.com/,385 Alhambra Circle,25.7522253,-80.2624446,33134,Alhambra Circle,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
formadental,Forma Dental,,(786) 762-2465,https://formadental.co/,69 Merrick Way,25.7511964,-80.2556895,33134,Ponce de Leon Corridor,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
fusionmdsmeticsurgery,Fusion MD Cosmetic Surgery,,(305) 686-1122,https://www.fusionmdcosmeticsurgery.com,550 Biltmore Way,25.7478624,-80.2659455,33134,Coral Gables,healthcare,physician,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
gablesmedicalbilling,Gables Medical Billing,Mr. Carlos A. Plana,(305) 273-5566,gablesmedicalbilling.com,,,,,Coral Gables,healthcare,Medical Billing Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
globalwellnesshub,Global Wellness Hub,Ms. Karen Minor,(786) 558-8892,,,,,,Coral Gables,healthcare,Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
glowinghealthcare,Glowing Healthcare LLC,,(305) 308-6966,https://glowinghc.com/,"430 S Dixie HWY, Suite 207",25.7254233,-80.2626973,33146,Coral Gables,healthcare,centre,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
goodvets,GoodVets,Dr. Emily Abraham,(305) 522-6100,goodvets.com,,,,,Coral Gables,healthcare,Veterinary Animal Hospital,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
greatermiamithebeacheshotelassociation,Greater Miami & The Beaches Hotel Association,Ms. Wendy Kallergis,(305) 531-3553,gmbha.com,,,,,Coral Gables,healthcare,Hospitality & Tourism,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
hdesthetique,HD Esthetique,,(305) 668-2853,https://hdesthetique.com,Southwest 57th Avenue,25.7002615,-80.2856619,33143,Sunset / South Gables,healthcare,physician,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
harrymayansdmdandmercedesmayansddsdentist,Harry Mayans DMD and Mercedes Mayans DDS Dentist,,,,6517 Southwest 24th Street,25.7482888,-80.3019041,33146,Coral Gables,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
healthcarecenteroflittlehavana,Health Care Center of Little Havana,Mr. Gustavo Gutierrez,(305) 888-6959,healthcarecenters.info,,,,,Coral Gables,healthcare,Healthcare Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
hearrightusa,Hear Right USA,Ms. Maria Moreno,(786) 261-5190,hearrightusa.com,,,,,Coral Gables,healthcare,Healthcare Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
interfacensultingandpsychologicalservices,Interface Consulting and Psychological Services,Dr. Irma Campos,(786) 983-6965,icpstherapy.com,,,,,Coral Gables,healthcare,Mental Health Care / Psychologists & Psychiatrists,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
intuitiveunseling,Intuitive Counseling,Ms. Victoria RodriguezHevia,(305) 318-2839,intuitivecounseling.org,,,,,Coral Gables,healthcare,Mental Health Care / Psychologists & Psychiatrists,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jacksonhealthfoundation,Jackson Health Foundation,Ms. Alexandra Salcedo,(305) 588-8167,jacksonhealthfoundation.org,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jacksonhealthsystem,Jackson Health System,Mr. Matthew I. Pinzur,(305) 585-1111,jhsmiami.org,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
jennycraig,Jenny Craig,,(305) 448-3508,https://locations.jennycraig.com/fl/miami/weight-loss-center-960.html,2720 South Dixie Highway,25.7389079,-80.2395447,33133,Douglas Road Corridor,healthcare,counselling,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
jewishmmunityservicesofsouthflorida,Jewish Community Services of South Florida,Ms. Miriam Singer,(305) 576-6550,jcsfl.org,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
joserodriguezfelizmd,"Jose RodriguezFeliz, MD",Dr. Jose RodriguezFeliz,(305) 563-3030,rodriguezfelizmd.com,,,,,Coral Gables,healthcare,Physicians & Surgeons  Plastic Surgery,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
joserodrguezfelizmd,"Jose Rodriguez-Feliz, MD",,(305) 563-3030,https://rodriguezfelizmd.com/,Southwest 57th Avenue,25.7061216,-80.2853069,33143,Sunset / South Gables,healthcare,physician,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
kidzmedicalservices,Kidz Medical Services,Mr. Wayne Brackin,(305) 661-1515,kidzmedical.com,,,,,Coral Gables,healthcare,Physicians  Pediatric Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
kindredhospitalsouthfloridaralgables,Kindred Hospital - South Florida - Coral Gables,,(786) 526-6101,https://www.khcoralgables.com,Southwest 8th Street,25.7637168,-80.2789477,33134,Coral Gables,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
larkommunityhospital,Larkin Community Hospital,,(305) 284-7500,http://www.larkinhospital.com/site/,7031 Southwest 62nd Avenue,25.7060157,-80.292982,33143,Sunset / South Gables,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
lifeimagingfla,Life Imaging FLA,Ms. Maria Penaloza,(772) 773-6675,lifeimagingfla.com,,,,,Coral Gables,healthcare,Healthcare Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
lifetheory,Life Theory Inc.,Ms. Melissa Escalona,(786) 676-2592,lifetheorymia.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
mbravocamddsandleyannesalvadordmddentist,M. Bravo-Campa DDS and Leyanne Salvador DMD Dentist,,,,6507 Southwest 24th Street,25.7483078,-80.3017161,33146,Coral Gables,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
mdnowurgentcare,MD Now Urgent Care,,,,6605 South Dixie Highway,25.6948841,-80.3003784,33143,Sunset / South Gables,healthcare,clinic,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamiaccidentclinic,Miami Accident Clinic,,(786) 380-6652,http://www.themiamiaccidentclinic.com,3727 Southwest 8th Street,25.7649181,-80.2559285,33134,Coral Gables,healthcare,clinic,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamidermannachanmd,"Miami Derm: Anna Chacon, MD, PA",Dr. Anna Chacon,(305) 902-5733,drannachacon.com,,,,,Coral Gables,healthcare,Physicians  Dermatology,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamijewishhealth,Miami Jewish Health,Ms. Alison Grewe,(305) 762-3842,miamijewishhealth.org,,,,,Coral Gables,healthcare,NonProfit Organization  Healthcare Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamiskinvein,Miami Skin & Vein,,(786) 618-5039,https://www.miamiskinandvein.com,6705 Southwest 57th Avenue,25.7060962,-80.2852401,33143,Sunset / South Gables,healthcare,physician,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamispinepostureclinic,Miami Spine & Posture Clinic,,(305) 448-2600,https://www.miamiposture.com/,3850 Bird Rd.,25.7341594,-80.2568944,33146,Bird Road Corridor,healthcare,clinic,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
monsalveintegrativehealth,Monsalve Integrative Health,,(305) 209-4731,https://www.monsalvehealth.com/,6705 Southwest 57th Avenue,25.7061238,-80.2846877,33143,Sunset / South Gables,healthcare,alternative,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
mountsinaiprimaryspecialtycareralgables,Mount Sinai Primary & Specialty Care Coral Gables,Mr. Oscar Llorente,(305) 390-0596,msmc.com,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nationalheadacheinstitute,National Headache Institute,,(305) 440-5969,https://nationalheadacheinstitute.com/miami,2344 Douglas Road,25.7507149,-80.2547981,33134,Coral Gables,healthcare,yes,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
nationalstemcelinic,National Stem Cell Clinic,,(305) 440-5969,https://www.nationalstemcellclinic.com/miami,2344 Douglas Road,25.750734,-80.2547748,33134,Coral Gables,healthcare,hospital,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
navarrodisuntpharmacy,Navarro Discount Pharmacy,,,,87 Miracle Mile,25.7499888,-80.2565108,33134,Miracle Mile,healthcare,pharmacy,$$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
nicklauschildrenshospital,Nicklaus Childrens Hospital,Ms. Arianna Urquia,(305) 663-8435,nicklauschildrens.org,3100 Southwest 62nd Avenue,25.7412351,-80.2944963,33146,Coral Gables,healthcare,Hospitals/Health Care Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
orlandooptical,Orlando Optical,,,,,25.7648301,-80.287746,33134,Coral Gables,healthcare,optical,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ncitaspregnancyandultrasound,Pancitas Pregnancy and Ultrasound,,,,Southwest 39th Street,25.7349341,-80.2879513,33146,Bird Road Corridor,healthcare,laboratory,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
rajonanimalclinic,Parajon Animal Clinic,,(305) 856-2885,https://www.facebook.com/Parajon-Animal-Clinic-452648924756303/,2751 Southwest 8th Street,25.7653425,-80.2399491,33133,Douglas Road Corridor,healthcare,veterinary,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
pharmaplusdrugstore,Pharma Plus Drug Store,,(305) 262-3738,,619 Southwest 57th Avenue,25.7646003,-80.2876372,33134,Coral Gables,healthcare,pharmacy,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
pharmagpharmacy,Pharmag Pharmacy,,,,6622 Southwest 24th Street,25.7477893,-80.3030329,33146,Coral Gables,healthcare,pharmacy,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
pinkluminousadvocacyproject,Pink Luminous Advocacy Project,Ms. Marylin Dans,(305) 747-8712,luminousadvocacyproject.com,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
plenitudemeds,Plenitude Med Spa,Ms. Mirella Besteiro,(305) 298-9034,plenitudemedspa.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
poweringeliteperformers,"Powering Elite Performers, LLC",Mr. Ken Smith,(305) 801-6876,us.shaklee.com/en_US/kensmith,,,,,Coral Gables,healthcare,Health/Anti Aging,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
premiernad,Premier NAD+,Mr. Patrick Uloth,(786) 340-1538,premieres.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
premierpediatricdentistry,Premier Pediatric Dentistry,Dr. Ashley Rosenbaum,(786) 296-1891,premierpediatricdentistry.com,,,,,Coral Gables,healthcare,Dentist  Pediatric,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
primeinstitute,Prime Institute,Dr. Michelle Pearlman,(786) 866-7804,primeinstitute.us,475 Biltmore Way,25.7487585,-80.2642833,33134,Coral Gables,healthcare,Medical/Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
privecarerx,PriveCareRx,Dr. Damita Joy Ferguson,(352) 284-4390,privecarerx.com,,,,,Coral Gables,healthcare,Pharmacy,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
professionalhealthdiagnostics,Professional Health Diagnostics,,,,6527 Southwest 24th Street,25.74831,-80.302088,33146,Coral Gables,healthcare,yes,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
providencehealthcareservices,Providence Healthcare Services,Ms. Nercy Radcliffe,(305) 220-1088,providencehhs.com,,,,,Coral Gables,healthcare,Home Health Care Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
questdiagnostics,Quest Diagnostics,,,,Southwest 39th Street,25.7349341,-80.2878547,33146,Bird Road Corridor,healthcare,laboratory,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
rainbowpharmacy,Rainbow Pharmacy,Mr. Mazen Karnaby,(305) 749-7000,rainbowpharmacyrx.com,,,,,Coral Gables,healthcare,Pharmacy,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
redbirdanimalclinic,Red Bird Animal Clinic,,,,5753 Southwest 40th Street,25.7348097,-80.2879352,33146,Bird Road Corridor,healthcare,veterinary,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
revitamaxx,Revitamaxx,Mr. Chris Forry,(305) 308-8850,revitamaxx.com,,,,,Coral Gables,healthcare,Medical/Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
smilessonrisas,Smiles & Sonrisas,"Dr. Jose M. Gurevich, DDS",(305) 665-5525,smilesinmiami.com,,,,,Coral Gables,healthcare,Dentists  Cosmetic & General Dentistry,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
smoothsailingofmiami,Smooth Sailing of Miami,Mr. Kyle Brown,(786) 493-4391,smoothsailingmiami.com,,,,,Coral Gables,healthcare,Hospitality & Tourism,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
snapcrackchiropracticvitamininfusion,SnapCrack Chiropractic & Vitamin Infusion,Ms. Vanessa Cereceda,(305) 301-8885,snapcrack.com,,,,,Coral Gables,healthcare,Chiropractic Physicians,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
southgablesdental,South Gables Dental,,(305) 665-1263,https://southgablesdental.com/,4950 South Le Jeune Road,25.724914,-80.2618682,33146,Coral Gables,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
southmiamifamilydental,South Miami Family Dental,,(305) 666-3824,,7741 Southwest 62nd Avenue,25.698887,-80.2929126,33143,Sunset / South Gables,healthcare,dental,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
stephanbakermdfacs,Stephan Baker MD FACS,,(305) 381-8837,https://www.drbaker.com/,3850 Bird Road,25.7343176,-80.256812,33146,Bird Road Corridor,healthcare,physician,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
stephanbakermd,"Stephan Baker, MD",Ms. Liliane Leao Aguiar,(305) 381-8837,drbaker.com,,,,,Coral Gables,healthcare,Physicians & Surgeons  Plastic & Cosmetic Surgery,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thelennarfoundationmedicalcenter,The Lennar Foundation Medical Center,,(305) 689-5555,https://umiamihealth.org/en/locations/the-lennar-foundation-medical-center,5555 Ponce de Leon Boulevard,25.7135229,-80.2800099,33146,Coral Gables,healthcare,clinic,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
themoore,The Moore,Mr. Sinan Bozkurt,(305) 209-2100,mooremiami.com,,,,,Coral Gables,healthcare,Hospitality & Tourism,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
tijonmiami,Tijon Miami,Ms. Ana Mota,(305) 766-4953,tijonmiami.com,,,,,Coral Gables,healthcare,Hospitality & Tourism,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
trailanimalhospital,Trail Animal Hospital,,(305) 261-0793,https://www.trailanimalhospital.com/,6464 Southwest 8th Street,25.7629393,-80.3011102,33134,Coral Gables,healthcare,veterinary,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
uhealth,UHealth,Ms. Angelica Pardo,(305) 243-3453,uhealthsystem.com,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ushealthadvisors,US Health Advisors,Mr. Thomas Jones,(561) 428-5448,ushealthadvisor.net,,,,,Coral Gables,healthcare,Health Care Business Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ultimatemedicalcenters,"Ultimate Medical Center & Spa, LLC",Ms. Ysmelys Hernandez,(305) 889-9237,ultimatemdcenters.com,,,,,Coral Gables,healthcare,Health Care/Primary Care Medicine,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
unitedwaymiami,United Way Miami,Ms. Stephanie Louis,(305) 646-7000,unitedwaymiami.org,,,,,Coral Gables,healthcare,Non Profit Organizations  Health,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
vcaanimalhospital,VCA Animal Hospital,,(305) 261-2374,https://vcahospitals.com/cabrera,6390 Southwest 8th Street,25.7629147,-80.2995471,33134,Coral Gables,healthcare,veterinary,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
visionworks,Visionworks,,(305) 443-7276,https://locations.visionworks.com/ll/US/FL/Miami/3301-Coral-Way,3301 Southwest 22nd Street,25.7502456,-80.249025,33134,Coral Gables,healthcare,optical,$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
visitingangelsmiami,Visiting Angels Miami,Mr. Anthony Acevedo,(305) 728-3153,visitingangels.com,,,,,Coral Gables,healthcare,Home Health Care Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
