business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,source,batch_id,last_reviewed_date
craft_with_a_purpose,Craft With A Purpose,Ms. Joanne Torres,(305) 753-2777,craftwithapurpose.com,,,,,Coral Gables,other,Decorationâ€‘Remodeling,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
dedicated_public_adjusters,Dedicated Public Adjusters,Ms. Wendy Coffee,(305) 607-2870,dedicatedpa.com,,,,,Coral Gables,other,Public Adjusting Firm,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
dogtown,Dogtown,,(305) 448-5225,,3686 Grand Avenue,25.7275389,-80.2532762,33133,Coral Gables,other,other_amenity/animal_boarding,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
freemans__hindman,Freeman's | Hindman,Ms. Elizabeth Rader,(305) 728-0678,hindmanauctions.com,,,,,Coral Gables,other,Auction House/Appraiser,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
greater_miami_convention__visitors_bureau,Greater Miami Convention & Visitors Bureau,Mr. David Whitaker,(305) 539-3000,miamiandbeaches.com,,,,,Coral Gables,other,Convention Bureaus,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
h_benitez_fine_art_gallery_inc,H Benitez Fine Art Gallery Inc.,Ms. Lissette Benitez,(786) 877-1045,humbertobenitez.com,,,,,Coral Gables,other,Artists & Galleries,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
inspyre_payments,Inspyre Payments,Mr. Jorge Sarria,(407) 377-6343,inspyrepay.com,,,,,Coral Gables,other,Credit Card Processing,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
jerry_herman_ring_theatre,Jerry Herman Ring Theatre,,,https://ring-theatre.as.miami.edu/index.html,1312 Miller Road,25.7195927,-80.2801052,33146,University of Miami Area,other,other_amenity/theatre,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:University of Miami Area; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
landmark_at_merrick_park,Landmark at Merrick Park,,,https://www.landmarktheatres.com/miami/the-landmark-at-merrick-park/,,25.7313883,-80.2609066,33146,Bird Road Corridor,other,other_amenity/cinema,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Bird Road Corridor; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
latin_press_media__events,Latin Press Media & Events,,,https://www.latinpressinc.com,600 Southwest 22nd Avenue,25.7670271,-80.231024,33135,Coral Gables,other,other_amenity/events_venue,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
miamidade_county__transportation_trust,Miamiâ€‘Dade County | Transportation Trust,Mr. Javier Betancourt,(305) 375-1357,miamidade.gov/citt,,,,,Coral Gables,other,Miamiâ€‘Dade County,$$,,,,,,,,0.55,Moderate,0.65,N,,,,infrastructure_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
office_of_the_supervisor_of_elections,Office of the Supervisor of Elections,Dr. Claudia Uribeâ€‘Orrett,(305) 499-8332,,,,,,Coral Gables,other,Miamiâ€‘Dade County,$$,,,,,,,,0.55,Moderate,0.55,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
renaissance_at_the_gables,Renaissance at the Gables,,(305) 445-1313,https://renaissancemiami.com/renaissance-at-the-gables/,2340 Southwest 32nd Avenue,25.7476158,-80.2465592,33145,Coral Gables,other,other_amenity/events_venue,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
rivieralive,Rivieralive,,(786) 703-3729,,,25.749961,-80.2441578,33145,Douglas Road Corridor,other,other_amenity/nightclub,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Douglas Road Corridor; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
school_of_rock,School of Rock,,(786) 843-9230,https://www.schoolofrock.com/locations/coralgables,5701 Sunset Drive,25.7058351,-80.2858373,33143,Sunset / South Gables,other,other_amenity/music_school,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Sunset / South Gables; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
shalala_student_center,Shalala Student Center,,(305) 284-4351,,1330 Miller Road,25.7195015,-80.2793228,33146,University of Miami Area,other,other_amenity/events_venue,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:University of Miami Area; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
shopping_malls,Shopping Malls,Mr. Carlos Limontes,(305) 529-1215,shopsatmerrickpark.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
siboney,Siboney,,(786) 380-9667,,6051 Southwest 8th Street,25.7635634,-80.2940013,33144,Coral Gables,other,other_amenity/nightclub,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
skilled_nursing__rehabilitation_center,Skilled Nursing & Rehabilitation Center,Mr. Richard Stacey,(786) 517-6999,rivierahealthresort.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
soccer,Soccer,Mr. Thomas Abraham,(305) 665-2222,abrahamfoundation.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
south_florida_pumpkin_porches,South Florida Pumpkin Porches,Ms. Isabelle Duran,(786) 685-5889,southfloridapumpkinporches.com,,,,,Coral Gables,other,Decorationâ€‘Remodeling,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
studio_hd,Studio HD,Ms. Hollye Davidson,(305) 401-8169,hollyedavidson.com,,,,,Coral Gables,other,Artists & Galleries,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
tesla_supercharger,Tesla Supercharger,,,https://www.tesla.com/findus/location/supercharger/miami24thsupercharger,6971 Southwest 24th Street,25.7485412,-80.308036,33155,Sunset / South Gables,other,other_amenity/charging_station,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Sunset / South Gables; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM+OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
the_americas_collection,The Americas Collection,Ms. Silvia Ortiz,(305) 446-5578,americascollection.com,,,,,Coral Gables,other,Artists & Galleries,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
the_biltmore_hotel,The Biltmore Hotel,Mr. Matthias Kammerer,(855) 421-4192,biltmorehotel.com,,,,,Coral Gables,other,Historical Sites,$$$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
the_pawar_corporation,The Pawar Corporation,Mr. Keran Pawar,(323) 463-2204,,,,,,Coral Gables,other,Business and Professional Services,$$,,,,,,,,0.55,Moderate,0.55,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
the_rose_tree_cottage,The Rose Tree Cottage,Mrs. Josie R Esquijarosa,(305) 448-9688,rosetreecottage.com,,,,,Coral Gables,other,Decorationâ€‘Remodeling,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
the_village_at_coral_gables,The Village at Coral Gables,,(786) 244-6364,https://thevillageatcoralgables.com,2900 Ponce de Leon Boulevard,25.7450071,-80.2591574,33134,Ponce de Leon Corridor,other,other_amenity/sales_gallery,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Ponce de Leon Corridor; sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
trugman_valuation_associates_inc,Trugman Valuation Associates Inc.,Mr. William Harris,(954) 607-6677,trugmanvaluation.com,,,,,Coral Gables,other,Business Valuation,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
turbo_workface,Turbo Workface,Ms. Ida Garcia,(786) 624-8963,turboworkforce.com,,,,,Coral Gables,other,Business Solutions and Electronic Document Management,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
we_are_major_llc,"We Are Major, LLC",Ms. Leyanis Diaz,(305) 697-7271,wearemajor.com,,,,,Coral Gables,other,Management Consulting,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
western_union,Western Union,,(305) 541-7080,https://location.westernunion.com/us/fl/miami/4652c4ff15ba4ec390c46bf364ee9840,1817 Southwest 8th Street,25.7504646,-80.3038273,33146,Coral Gables,other,other_amenity/money_transfer,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:other; network:CGCC_ecosystem,Industry tools; CRM; digital presence management,Market competition; digital transformation; cost pressure,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,N,OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
avantgarde_salon__spa,Avantâ€‘Garde Salon & Spa,Ms. Zasil Zepeda,(305) 442-8136,avantgardesalonandspa.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
aman_barber_shop,Aâ€‘Man Barber Shop,Mr. Ayman Al Jawhari,(305) 282-7081,,,,,,Coral Gables,personal_services,Barbershop,$$,,,,,,,,0.55,Moderate,0.55,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
blanca_fragrance_factory,Blanca Fragrance Factory,Mrs. Jackie Jackson,(401) 954-7670,blancafragrancefactory.com,,,,,Coral Gables,personal_services,Beauty Products,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
bliss_beautique,Bliss Beautique,Ms. Rosario Veras,(786) 679-3057,blissbeautique.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
caballero_rivero_dignity_memorial,Caballero Rivero Dignity Memorial,Mr. Joe Jimenez,(305) 773-0728,dignitymemorial.com/funeralâ€‘homes/florida/miami/caballeroâ€‘riveroâ€‘westchester/9550,,,,,Coral Gables,personal_services,Funeral Homes & Memorial Parks,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
cici_skincare,Cici Skincare,Ms. Cecilia Moron,(240) 394-5733,ciciskincare.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
doodycalls_of_miami,DoodyCalls of Miami,"Mr. Francisco Reyes, Esq.",(305) 520-7904,doodycalls.com/miami,,,,,Coral Gables,personal_services,Pet Waste Management,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
drip_n_bodied,Drip N Bodied,Ms. Ashley Peters,(305) 908-9282,dripnbodied.com,,,,,Coral Gables,personal_services,Health & Beauty,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
equipaws_pet_services,Equipaws Pet Services,Ms. Flavia Berti,(305) 794-3733,equipawspetservices.com,,,,,Coral Gables,personal_services,Pet Care,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
glosslab_coral_gables,GLOSSLAB Coral Gables,Ms. Kristen Dominkovics,(786) 281-3119,glosslab.com,,,,,Coral Gables,personal_services,Nail Salon,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
kazmalaje,Kazmalaje,Ms. Latoya Stirrup,(305) 833-9968,kazmaleje.com,,,,,Coral Gables,personal_services,Hair Care,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
loccitane_en_provence,L'Occitane En Provence,Ms. Katy Vasallo,(305) 445-1040,loccitane.com,,,,,Coral Gables,personal_services,Beauty Products,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
little_local,Little Local,Ms. Kylie Wang,(305) 439-6641,littlelocal.co,,,,,Coral Gables,personal_services,Beauty Products,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
m2skin,M2Skin,Mr. Michael Mendez,(407) 600-1656,m2skin.com,,,,,Coral Gables,personal_services,Health & Beauty,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
nourish_and_refine_llc_nourish__refine,"Nourish and Refine, LLC (Nourish & Refine)",Ms. Nikki Powers,(786) 626-1956,nourishandrefine.com,,,,,Coral Gables,personal_services,Retail â€‘ Beauty/Skin Care,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
perez_neurology,Perez Neurology,Dr. Gabriela Perez,(305) 403-7197,perezneurology.com,,,,,Coral Gables,personal_services,Health & Beauty,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
silver_mirror_facial_bar,Silver Mirror Facial Bar,Mr. Matt Maroone,(786) 899-0600,silvermirror.com/locations/coralâ€‘gables,,,,,Coral Gables,personal_services,Beauty Salon & Spa,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:personal_services; network:CGCC_ecosystem,Booking software; POS; social media; loyalty programs,Labor costs; online booking expectations; review dependency,customer_satisfaction; revenue_trend; digital_presence; community_engagement,Market competition; key-person risk; cost pressure; technology disruption,Chamber engagement; digital presence audit; competitive benchmarking,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
