business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Walgreens Pharmacy,(305) 444-4366,https://www.walgreens.com/locator/walgreens-3655+s+dixie+hwy-miami-fl-33133/id=3784,"3655 S Dixie Hwy, Miami, FL 33133",25.7336866,-80.2532333,33133,3.4,16,Pharmacy,None,apify
CVS Pharmacy,(305) 459-7202,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1906-ponce-de-leon-blvd-coral-gables-fl-33134/storeid=17786?WT.mc_id=LS_GOOGLE_RX_17786,"1906 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7548092,-80.2590089,33134,4.1,75,Pharmacy,None,apify
H&H Jewels,(305) 442-9760,http://www.hhjewels.com/,"3434 Main Hwy, Coconut Grove, FL 33133",25.7276614,-80.243035,33133,5,665,Jewelry store,None,apify
Brilliant Earth,(786) 751-9243,https://www.brilliantearth.com/stores/miami-fl-33133/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting&utm_content=miami,"3008 Grand Ave Ste 4, Miami, FL 33133",25.7279464,-80.2416201,33133,4.5,139,Jewelry store,None,apify
Susan Blake Jewelry,(305) 209-0329,https://www.susanblakejewelry.com/,"3111 Commodore Plaza, Miami, FL 33133",25.7270839,-80.2438024,33133,5,6,Jewelry store,None,apify
Robin In the Grove,(305) 460-4444,http://www.robingrove.net/,"3162 Commodore Plaza Ste 2G, Coconut Grove, FL 33133",25.7272235,-80.2448305,33133,4.7,34,Jewelry store,None,apify
South Miami Jewelers & Watch,(305) 667-1898,http://www.southmiamijewelers.net/,"7214 SW 57th Ave, South Miami, FL 33143",25.7040329,-80.28565,33143,5,1041,Jewelry store,None,apify
Rowan Coconut Grove,(305) 400-8514,https://heyrowan.com/pages/miami-piercing-studio?utm_source=google_business_profile&utm_medium=referral&utm_campaign=yext_listings&utm_content=google&y_source=1_OTE0MDQ4NjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"2987 McFarlane Rd, Miami, FL 33133",25.7279065,-80.2418238,33133,4.9,1221,Jewelry store,None,apify
Sazingg Jewelry Miami,(305) 856-5554,http://www.sazingg.com/,"2212 SW 22nd Ave, Miami, FL 33145",25.750062,-80.2303926,33145,4.9,55,Jewelry store,None,apify
Frank Joyeria,(305) 642-0007,https://frankjoyeria.com/,"2059 SW 8th St, Miami, FL 33135",25.765797,-80.228542,33135,4.2,147,Jewelry store,None,apify
Levison's Jewelry Inc,(305) 529-9997,,"2665 S Bayshore Dr Ste 605, Miami, FL 33133",25.731235,-80.2368513,33133,5,28,Jeweler,None,apify
GAS BIJOUX,(786) 238-7461,https://www.gasbijoux.com/us_en/,"3015 Grand Ave, Coconut Grove, FL 33133",25.7287463,-80.2422162,33133,5,14,Jewelry store,None,apify
Zales Outlet,(919) 209-0000,https://stores.zales.com/nc/smithfield/6187?cid=seo-listings,"1221 Outlet Center Dr Ste. 1030 B, Smithfield, NC 27577",35.5113642,-78.3109382,27577,4.6,282,Jewelry store,None,apify
Zales Outlet,(757) 337-8488,https://stores.zales.com/va/norfolk/6233?cid=seo-listings,"1600 Premium Outlets Blvd Ste. 852, Norfolk, VA 23502",36.8820881,-76.1997906,23502,4.8,243,Jewelry store,None,apify
Brilliant Earth,(704) 831-9599,https://www.brilliantearth.com/stores/charlotte-nc-28203/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting&utm_content=charlotte,"100 W Worthington Ave Ste a103, Charlotte, NC 28203",35.2121813,-80.8594821,28203,4.6,388,Jewelry store,None,apify
Helzberg Diamonds Outlet,(704) 979-1809,https://www.helzberg.com/stores/nc/concord/concord-mills-0306?utm_source=GMBlisting&utm_medium=organic,"8111 Concord Mills Boulevard Spc 238, Concord, NC 28027",35.3697587,-80.7229359,28027,4.7,412,Jewelry store,None,apify
Zales Outlet,(704) 979-1122,https://stores.zales.com/nc/concord/6153?cid=seo-listings,"8111 Concord Mills Boulevard Ste 631, Concord, NC 28027",35.3685091,-80.7221563,28027,4.7,376,Jewelry store,None,apify
Zales Outlet,(757) 565-5803,https://stores.zales.com/va/williamsburg/2779?cid=seo-listings,"5709 72 Richmond Rd Ste. C051, Williamsburg, VA 23188",37.3196015,-76.7381468,23188,4.8,304,Jewelry store,None,apify
Fruit of the Vine Boutique,(336) 818-1907,https://www.fruitofthevineonline.com/?utm_source=google&utm_medium=business+listing,"818 Main St, North Wilkesboro, NC 28659",36.1598885,-81.1457248,28659,5,10,Jewelry store,None,apify
Kate Spade Outlet,(757) 461-1218,https://www.katespadeoutlet.com/stores/va/norfolk/1600-premium-outlets-blvd?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"1600 Premium Outlets Blvd Ste 213, Norfolk, VA 23502",36.8818377,-76.2003297,23502,4.1,87,Jewelry store,None,apify
Bless Your Heart Boutique,(919) 586-7943,http://www.blessyourheartnc.com/,"242 S Main St #106, Holly Springs, NC 27540",35.6493225,-78.8338775,27540,4.9,194,Boutique,None,apify
Kate Spade Outlet,(919) 934-0459,https://www.katespadeoutlet.com/stores/nc/smithfield/1213-outlet-center-drive?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"1213 Outlet Center Dr Ste 1015, Smithfield, NC 27577",35.5112994,-78.3112216,27577,4.5,38,Jewelry store,None,apify
Kate Spade Outlet,(704) 979-5283,https://www.katespadeoutlet.com/stores/nc/concord/8111-concord-mills-blvd?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"8111 Concord Mills Boulevard Ste 266, Concord, NC 28027",35.3693229,-80.722243,28027,3.8,40,Jewelry store,None,apify
Kate Spade Outlet,(757) 258-9484,https://www.katespadeoutlet.com/stores/va/williamsburg/5645-richmond-rd?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"5645 Richmond Rd suite 130, Williamsburg, VA 23188",37.3175191,-76.7371435,23188,4.4,154,Jewelry store,None,apify
Kate Spade Outlet,(919) 304-0099,https://www.katespadeoutlet.com/stores/nc/mebane/4000-arrowhead-blvd?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"4000 Arrowhead Blvd #726, Mebane, NC 27302",36.0745692,-79.2656026,27302,4.2,176,Jewelry store,None,apify
Kate Spade Outlet,(704) 504-1199,https://www.katespadeoutlet.com/stores/nc/charlotte/5416-new-fashion-way?utm_source=Rio&utm_medium=organic&utm_campaign=stores,"5416 New Fashion Way #815, Charlotte, NC 28278",35.1687314,-80.9701132,28278,4.5,185,Jewelry store,None,apify
Bless Your Heart Boutique,(919) 267-4707,https://www.blessyourheartnc.com/,"2701 Lawnview Ln #116, Apex, NC 27523",35.7411972,-78.9156007,27523,4.9,67,Boutique,None,apify
Dillard's,(757) 523-9031,https://www.dillards.com/stores/virginia/greenbrier-mall-chesapeake/0172,"1401 Greenbrier Pkwy, Chesapeake, VA 23320",36.7785969,-76.2263082,23320,4.3,971,Fashion accessories store,None,apify
Dillard's Pineville,(704) 544-0113,https://www.dillards.com/stores/north-carolina/carolina-place-pineville/0151,"11041 Carolina Pl Pkwy, Pineville, NC 28134",35.0806626,-80.8761777,28134,4.3,1025,Fashion accessories store,None,apify
Dillard's,(757) 463-4800,https://www.dillards.com/stores/virginia/lynnhaven-mall-virginia-beach/0171,"701 Lynnhaven Pkwy, Virginia Beach, VA 23452",36.8145447,-76.0715263,23452,4.3,910,Fashion accessories store,None,apify
Dillard's,(919) 792-2900,https://www.dillards.com/stores/north-carolina/triangle-town-center-raleigh/0140,"3501 Sumner Blvd, Raleigh, NC 27616",35.8661017,-78.5771303,27616,4.3,1225,Fashion accessories store,None,apify
Dillard's,(828) 327-2656,https://www.dillards.com/stores/north-carolina/valley-hills-mall-hickory/0146,"1930 US Hwy 70 SE, Hickory, NC 28602",35.703109,-81.3064024,28602,4.3,818,Fashion accessories store,None,apify
Crook & Crook Mar Suppliers True Value,(305) 854-1686,https://stores.truevalue.com/fl/miami/4017,"2795 SW 27th Ave, Miami, FL 33133",25.7395655,-80.2374814,33133,4.6,32,Hardware store,None,apify
Ace Hardware Brickell,(786) 409-3100,http://www.hardgoods.biz/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15680,"900 SW 2nd Ave, Miami, FL 33130",25.7649778,-80.1977115,33130,4.5,771,Hardware store,None,apify
The Home Depot,(305) 443-3534,https://www.homedepot.com/l/Coconut-Grove/FL/Miami/33133/6856?emt=MSGoogleMaps,"2999 SW 32nd Ave, Miami, FL 33133",25.7360219,-80.2442672,33133,4.3,1810,Hardware store,None,apify
Dillard's,(910) 796-0187,https://www.dillards.com/stores/north-carolina/independence-mall-wilmington/0156,"3500 Oleander Dr, Wilmington, NC 28403",34.211177,-77.9065564,28403,4.3,1013,Fashion accessories store,None,apify
Dillard's,(757) 930-0291,https://www.dillards.com/stores/virginia/patrick-henry-mall-newport-news/0174,"12300 Jefferson Ave Ste 300, Newport News, VA 23602",37.1118253,-76.4969177,23602,4.2,968,Fashion accessories store,None,apify
Dillard's,(336) 538-6498,https://www.dillards.com/stores/north-carolina/alamance-crossing-burlington/0143,"1003 Boston Dr, Burlington, NC 27215",36.0708314,-79.5089242,27215,4.3,547,Fashion accessories store,None,apify
Dillard's,(803) 732-7037,https://www.dillards.com/stores/south-carolina/columbiana-centre-columbia/0164,"100 Columbiana Cir, Columbia, SC 29212",34.0806036,-81.1574037,29212,4.4,1408,Fashion accessories store,None,apify
Dillard's,(704) 716-1150,https://www.dillards.com/stores/north-carolina/northlake-mall-charlotte/0153,"7535 Northlake Mall Dr, Charlotte, NC 28216",35.3530962,-80.8526587,28216,4.3,1070,Fashion accessories store,None,apify
Dillard's,(336) 659-1515,https://www.dillards.com/stores/north-carolina/hanes-mall-winston-salem/0145,"3320 Silas Creek Pkwy #3500, Winston-Salem, NC 27103",36.0682713,-80.3016366,27103,4.3,926,Fashion accessories store,None,apify
Dillard's,(704) 365-3111,https://www.dillards.com/stores/north-carolina/southpark-mall-charlotte/0150,"4400 Sharon Rd, Charlotte, NC 28211",35.1529114,-80.8307305,28211,4.3,1219,Fashion accessories store,None,apify
Dillard's,(336) 855-5511,https://www.dillards.com/stores/north-carolina/four-seasons-town-centre-greensboro/0144,"150 4 Seasons Town Center Ent, Greensboro, NC 27407",36.0396129,-79.8364977,27407,4.3,1680,Fashion accessories store,None,apify
Recoveco,,https://www.recovecorestaurant.com/,"6000 SW 74th St Ste 1, South Miami, FL 33143",25.7021994,-80.2912837,33143,4.9,132,Restaurant,$100+,apify
Kitchen 57,(786) 238-7179,https://www.kitchen57miami.com/,"7301 SW 57th Ct Ste 100, South Miami, FL 33143",25.7034236,-80.2861947,33143,4.7,217,Restaurant,$20–30,apify
maman,(305) 397-8158,https://mamannyc.com/locations/south-miami,"5801 Sunset Dr, South Miami, FL 33143",25.7045316,-80.2876617,33143,4.8,773,Restaurant,$20–30,apify
CRAFT South Miami,(786) 244-7185,https://www.craftmiami.us/,"5868 Sunset Dr, South Miami, FL 33143",25.7040523,-80.2887067,33143,4.9,3578,Restaurant,$20–30,apify
107 Taste Asian Restaurant South Miami,(786) 641-5122,https://107taste.com/,"5966 S Dixie Hwy #103a, South Miami, FL 33143",25.7026359,-80.2907965,33143,4.9,1502,Asian restaurant,$20–30,apify
Sushi Sake South Miami,(786) 292-7488,https://sushisakemiami.com/,"5829 SW 73rd St #5B, Miami, FL 33143",25.7036708,-80.2877923,33143,4.9,46,Sushi restaurant,$20–30,apify
Avo Miami,(786) 534-4191,https://avo-miami.com/,"5958 S Dixie Hwy, South Miami, FL 33143",25.7029976,-80.2907376,33143,4.8,159,Health food restaurant,$20–30,apify
The Grape Ape,(305) 397-8922,,"7400 SW 57th Ct, South Miami, FL 33143",25.7023896,-80.2864865,33143,4.6,140,Restaurant,$40–90,apify
Cecile Bakery + Cafe,(305) 397-8206,http://www.cecilebakerycafe.com/,"5744 Sunset Dr, South Miami, FL 33143",25.7041887,-80.286127,33143,4.6,1324,Restaurant,$20–30,apify
Café PANISSE,(305) 665-3322,,"7310 SW 57th Ave, South Miami, FL 33143",25.7032293,-80.2856948,33143,4.6,358,French restaurant,$50–60,apify
Carrot Express,(305) 393-8882,https://carrotexpress.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,"5850 Sunset Dr, South Miami, FL 33143",25.7040348,-80.2884454,33143,4.8,388,Restaurant,None,apify
Pura Vida Miami,(305) 535-4142,https://www.puravidamiami.com/locations/florida/southmiami,"6022 S Dixie Hwy, South Miami, FL 33143",25.7025121,-80.2913407,33143,4.8,1282,Coffee shop,$20–30,apify
Fox's Lounge,(305) 703-6553,https://www.foxslounge.com/,"6030 S Dixie Hwy, Miami, FL 33143",25.7024501,-80.291533,33143,4.6,474,American restaurant,$20–60,apify
ENZO ITALIAN EATERY,(786) 770-8197,http://enzos-miami.com/,"6635 S Dixie Hwy, Miami, FL 33143",25.6942397,-80.3002544,33143,4.7,183,Italian restaurant,$20–70,apify
Skinny Louie,(786) 641-5688,https://www.skinnylouie.com/louiespot/southmiami,"6022 S Dixie Hwy Unit D, South Miami, FL 33143",25.7025121,-80.2913407,33143,4.9,1587,Hamburger restaurant,$10–20,apify
Whisk Gourmet Food & Catering,(754) 345-8821,http://www.whiskgourmet.com/,"7382 SW 56th Ave, South Miami, FL 33143",25.702869,-80.284701,33143,4.6,1131,American restaurant,$20–80,apify
Corteza,(786) 883-7334,http://www.cortezamiami.com/,"5760 Sunset Dr, South Miami, FL 33143",25.7041979,-80.2869185,33143,5,285,Fusion restaurant,$40–100,apify
CasaCuba,(305) 709-1214,http://casacubarestaurant.com/,"5859 SW 73rd St, South Miami, FL 33143",25.7037191,-80.2885606,33143,4.2,2335,Cuban restaurant,$20–30,apify
Honey Veil South Miami,,https://honeyveil.com/,"5748 Sunset Dr, South Miami, FL 33143",25.704176,-80.2862794,33143,4.7,825,Cafe,$10–20,apify
Baptist Health Primary Care | South Miami,(786) 595-8760,https://baptisthealth.net/locations/primary-care/south-miami-primary-care?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIyMDU3NjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"6280 SW 72nd St Ste 410, Miami, FL 33143",25.7038735,-80.2951129,33143,4.9,732,Internist,None,apify
"Dr. Kim Bango, MD",(786) 709-9990,https://www.toplinemd.com/prime-md-miami/kim-bango/,"6150 SW 76th St, Miami, FL 33143",25.7002487,-80.2930049,33143,4.7,283,Family practice physician,None,apify
"Dr. Rekha P. Kini, MD",(786) 709-9990,https://www.toplinemd.com/prime-md-miami/rekha-kini/,"6150 SW 76th St, Miami, FL 33143",25.7002487,-80.2930049,33143,4.8,200,Family practice physician,None,apify
"Dr. Alejandro O. Roca, MD",(305) 663-0710,https://baptisthealth.net/doctors/alejandro-octavio-roca/869205,"6701 Sunset Dr #212, South Miami, FL 33143",25.7041893,-80.3017807,33143,4.2,36,Internist,None,apify
Leon Ramon MD,(786) 798-8292,https://www.ramonleonmdgroup.com/,"7000 SW 62nd Ave Ste 210, South Miami, FL 33143",25.7053911,-80.2936699,33143,4.8,63,Doctor,None,apify
"Cecillia, Grande MD LLC",(305) 856-1461,https://doctors.baptisthealth.net/provider/Cecilia+Grande/869487,"7000 SW 62nd Ave #400, South Miami, FL 33143",25.7055437,-80.2936702,33143,4.9,651,Gynecologist,None,apify
MyCardiologist,(305) 666-4633,http://www.mycardiologist.com/,"6200 Sunset Dr #401, South Miami, FL 33143",25.703367,-80.293832,33143,5,4099,Medical clinic,None,apify
The Medical Group at South Miami,(305) 663-0710,http://the-md-group.com/,"6701 Sunset Dr #212, South Miami, FL 33143",25.7040697,-80.3020055,33143,3.5,2,Medical group,None,apify
"Jose L Vazquez, MD",(786) 595-8760,https://baptisthealth.net/doctors/Jose-L-Vazquez/870210?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIyMDgzMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"6280 Sunset Dr Ste 410, South Miami, FL 33143",25.7034771,-80.2951799,33143,5,131,Doctor,None,apify
South Miami Walk In Orthopedics & Sports Medicine,(786) 453-2667,http://www.sfwio.com/,"5966 S Dixie Hwy #401, South Miami, FL 33143",25.702683,-80.290934,33143,4.8,555,Orthopedic clinic,None,apify
"South Miami Pediatric Partners: Hector Trujillo, MD",(305) 665-5808,https://www.toplinemd.com/south-miami-pediatric-partners/,"5901 SW 74th St Ste 312, Miami, FL 33143",25.7026517,-80.2896645,33143,4.9,265,Pediatrician,None,apify
South Miami Women's Health,(305) 665-9644,http://southmiamiwomenshealth.com/,"7000 SW 62nd Ave Suite 310 & 350, South Miami, FL 33143",25.7053911,-80.2936699,33143,4.9,660,Women's health clinic,None,apify
Dr Oscar Hernandez,(305) 482-1934,https://droscarhernandez.com/,"6705 Red Rd #512, South Miami, FL 33143",25.7061137,-80.2851871,33143,4.5,79,Internist,None,apify
"Alejandro Jose Centurion, MD",(786) 662-0600,https://baptisthealth.net/doctors/Alejandro-Jose-Centurion/870218?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTczMDE4NTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"6200 SW 72nd St Suite 602, South Miami, FL 33143",25.7033889,-80.293844,33143,4.9,250,Family practice physician,None,apify
"Claudia Santiesteban Garcia, MD",(786) 595-8760,https://baptisthealth.net/doctors/Claudia-Santiesteban-Garcia/2898136?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTA0MjE2NTk3OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"6280 SW 72nd St Ste 410, Miami, FL 33143",25.7038735,-80.2951129,33143,4.9,140,Internist,None,apify
Skin Center of South Miami,(305) 740-6181,https://www.skincenterofsouthmiami.com/,"7800 SW 57th Ave Ste 110, South Miami, FL 33143",25.6985179,-80.2854528,33143,4.9,1707,Dermatologist,None,apify
"Dr. Letty M. Villa, MD",(305) 667-8418,https://www.toplinemd.com/letty-villa-obgyn/,"6705 SW 57th Ave, South Miami, FL 33143",25.7063654,-80.2846998,33143,4.9,556,Obstetrician-gynecologist,None,apify
"Dr. Francisco R. Jimenez, MD",(305) 662-9320,https://www.toplinemd.com/obgyn-specialists-of-south-miami/#provider,"7000 SW 62nd Ave # 200A, South Miami, FL 33143",25.7058005,-80.2936981,33143,5,748,Obstetrician-gynecologist,None,apify
"Gabriel M. Deschamps, MD, PA",(305) 447-4923,http://deschampsmd.com/,"7000 SW 62nd Ave Ste 215, South Miami, FL 33143",25.705557,-80.2935932,33143,4.5,72,Internist,None,apify
"Melissa Marie Guanche, MD",(786) 596-3876,https://baptisthealth.net/doctors/Melissa-Marie-Guanche/869078?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTczMDI5NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"6200 Sunset Dr Ste 120, South Miami, FL 33143",25.7035016,-80.2937319,33143,4.9,171,Pain management physician,None,apify
Miami Best Dental,(305) 667-2334,https://miamibestdental.com/,"6601 SW 80th St Ste 213, South Miami, FL 33143",25.6967276,-80.3000967,33143,5,480,Dentist,None,apify
Mirage Dental Arts - Dentist in South Miami,(305) 770-6770,https://www.miragedentalarts.com/?UTM_source=GMB_listing&UTM_medium=organic&UTM_campaign=Website_URL,"8688 Sunset Dr, Miami, FL 33143",25.7017985,-80.3336456,33143,5,693,Dentist,None,apify
Sage Dental of South Miami,(786) 822-6821,https://mysagedental.com/south-miami?utm_source=Google&utm_medium=Business_Listing,"5966 S Dixie Hwy #312, South Miami, FL 33143",25.7026358,-80.2908154,33143,4.5,421,Dentist,None,apify
Gemini Dental - South Miami,(305) 661-5250,https://www.geminidentalmiami.com/,"7641 SW 62nd Ave, South Miami, FL 33143",25.6995882,-80.2928564,33143,4.9,136,Dentist,None,apify
Smilewise Dentistry of South Miami-Leyane Hernandez Nunez DDS,(786) 605-5565,https://www.smilewisedentistrysouthmiami.com/,"5975 Sunset Dr #107, South Miami, FL 33143",25.7046096,-80.2907323,33143,5,208,Dentist,None,apify
TMJ Dental Consultants,(305) 666-3824,https://www.tmjdentalconsultants.com/,"7741 SW 62nd Ave Ste 201, South Miami, FL 33143",25.6989042,-80.2928655,33143,4.9,73,Dentist,None,apify
Connect Dental Care,(305) 669-8700,https://www.connectdentistry.com/,"6701 Sunset Dr Suite 205, South Miami, FL 33143",25.7040759,-80.3020719,33143,5,225,Dental clinic,None,apify
AA South Florida Dentistry,(305) 661-9556,http://www.aasouthfloridadentistry.com/,"6280 Sunset Dr #401, Miami, FL 33143",25.7034908,-80.2950108,33143,4.7,147,Dentist,None,apify
All Smiles Dentist at Sunset,(305) 270-0171,http://www.allsmilesatsunset.com/,"8585 Sunset Dr #101, Miami, FL 33143",25.7028304,-80.3326737,33143,4.7,85,Cosmetic dentist,None,apify
EGil Dental - South Miami Office,(786) 418-5194,https://www.egildental.com/,"6141 Sunset Dr Suite 102, South Miami, FL 33143",25.7046403,-80.2925796,33143,5,274,Dentist,None,apify
Sunset Dentistry,(305) 661-7810,http://www.sunsetdentistry.com/,"6280 FL-986 #404, South Miami, FL 33143",25.7034733,-80.2951932,33143,5,9,Dentist,None,apify
Dr. Rios Dental Solutions,(305) 603-9844,http://drriosdentalsolutions.com/,"7701 SW 62nd Ave Ste A-1, South Miami, FL 33143",25.6994912,-80.2930626,33143,5,265,Dentist,None,apify
Dr. Bob Pediatric Dentist South Miami,(305) 614-8198,https://www.pediatricdentistsouthmiami.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,"5975 Sunset Dr Ste 301, South Miami, FL 33143",25.7046704,-80.2905258,33143,4.9,582,Pediatric dentist,None,apify
"The Dental Boutique - Adrian Franco, DMD",(786) 692-4788,https://www.dentistmia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,"7210 SW 57th Ave Ste 204, South Miami, FL 33143",25.7040909,-80.2856916,33143,4.9,530,Dentist,None,apify
Miami Smile Dental,(305) 670-5100,https://www.miamismiledental.com/?utm_campaign=gmb,"9350 S Dixie Hwy #920, Miami, FL 33156",25.6835096,-80.314608,33156,4.9,242,Dentist,None,apify
South Miami Pediatric Dental Associates,(305) 666-2068,http://www.miamichildrensdentist.com/,"6601 SW 80th St Ste 212, South Miami, FL 33143",25.696812,-80.3001421,33143,5,428,Pediatric dentist,None,apify
Alvaro Ordonez DDS,(305) 763-8930,https://alvaroordonezdds.com/,"7741 SW 62nd Ave, South Miami, FL 33143",25.6988928,-80.2929448,33143,5,195,Dentist,None,apify
Edward J Fisher DMD,(305) 661-9603,http://www.edwardfisherdmd.com/,"7731 SW 62nd Ave Ste 101, South Miami, FL 33143",25.699033,-80.2929276,33143,4.9,328,Dentist,None,apify
ALSMILE,(305) 667-9860,https://alsmiles.net/,"7550 SW 57th Ave Ste 214, South Miami, FL 33143",25.7010399,-80.2855628,33143,5,72,Dentist,None,apify
Aloft by Marriott Miami Dadeland,(305) 595-6000,https://www.marriott.com/en-us/hotels/miamd-aloft-miami-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"7600 N Kendall Dr, Miami, FL 33156",25.6879346,-80.3189242,33156,3.8,918,Hotel,$97,apify
Hampton Inn Miami Dadeland,(305) 269-0072,https://www.hilton.com/en/hotels/miadlhx-hampton-miami-dadeland/?SEO_id=GMB-AMER-HX-MIADLHX&y_source=1_MjA4NTA5OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"8200 SW 70th Ave, Miami, FL 33143",25.694006,-80.307039,33143,4.2,1282,Hotel,$117,apify
Miami Marriott Dadeland,(305) 670-1035,https://www.marriott.com/en-us/hotels/miadd-miami-marriott-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"9090 S Dadeland Blvd, Miami, FL 33156",25.6858663,-80.313626,33156,4.2,1722,Hotel,$94,apify
Hilton Miami Dadeland,(786) 975-1920,https://www.hilton.com/en/hotels/miadahh-hilton-miami-dadeland/?SEO_id=GMB-AMER-HH-MIADAHH&y_source=1_MTE4MzQ2NTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"9100 N Kendall Dr, Miami, FL 33176",25.6863738,-80.3420914,33176,4.3,1346,Hotel,$113,apify
"THesis Hotel Miami Coral Gables, Curio Collection by Hilton",(305) 667-5611,https://www.hilton.com/en/hotels/mialtqq-thesis-hotel-miami-coral-gables/?SEO_id=GMB-AMER-QQ-MIALTQQ&y_source=1_MTA4NTM5NDg2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1350 S Dixie Hwy, Coral Gables, FL 33146",25.7127169,-80.278579,33146,4.2,816,Hotel,$165,apify
AC Hotel Miami Dadeland,(305) 668-4490,https://www.marriott.com/en-us/hotels/miacd-ac-hotel-miami-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"7695 N Kendall Dr, Miami, FL 33156",25.6917812,-80.3157301,33156,4.4,512,Hotel,$135,apify
Sunset Inn South Miami,(786) 545-2204,https://www.sunsetinnmiami.com/south-miami,"5852 Sunset Dr, South Miami, FL 33143",25.7041838,-80.2885066,33143,3.2,40,Inn,$150,apify
Courtyard by Marriott Miami Dadeland,(305) 670-1220,https://www.marriott.com/en-us/hotels/miacy-courtyard-miami-dadeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"9075 S Dadeland Blvd, Miami, FL 33156",25.6860862,-80.3147798,33156,4,697,Hotel,$121,apify
Gables Inn,(305) 661-7999,https://www.thegablesinn.net/,"730 S Dixie Hwy, Coral Gables, FL 33146",25.7217254,-80.2675765,33146,3.5,437,Hotel,$53,apify
Four Points by Sheraton Coral Gables,(305) 567-0534,https://www.marriott.com/en-us/hotels/fllfp-four-points-coral-gables/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"3861 SW 40th St, Coral Gables, FL 33146",25.7352462,-80.2576016,33146,4.2,843,Hotel,$112,apify
Aloft by Marriott Coral Gables,(305) 442-0372,https://www.marriott.com/en-us/hotels/miacl-aloft-coral-gables/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"2524 S Le Jeune Rd, Coral Gables, FL 33134",25.747643,-80.2631022,33134,3.9,823,Hotel,$110,apify
Mayfair House Hotel & Garden,(305) 441-0000,https://www.mayfairhousemiami.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"3000 Florida Ave, Miami, FL 33133",25.7289547,-80.2413687,33133,4.6,1903,Hotel,$200,apify
Extended Stay America Premier Suites- Miami - Coral Gables,(305) 443-7444,https://www.extendedstayamerica.com/hotels/fl/miami/coral-gables?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,"3640 SW 22nd St, Miami, FL 33145",25.7496551,-80.2532464,33145,3.9,781,Extended stay hotel,$87,apify
The Towers Of Dadeland,,,"8440 S Dixie Hwy, Miami, FL 33143",25.6923978,-80.3061819,33143,4.7,43,Indoor lodging,$294,apify
Private Oasis at Arya,(305) 798-8811,https://www.miamivacationrentals.com/web/apartments/listing,"Private Oasis at Arya, 2889 McFarlane Rd, Miami, FL 33133",25.7272737,-80.2405395,33133,4.5,88,Hotel,$81,apify
"Arya Hotel and Suites Coconut Grove, WorldHotels Distinctive",(305) 529-2828,https://www.aryahotel.us/,"2889 McFarlane Rd, Miami, FL 33133",25.7271588,-80.2408869,33133,4.1,1669,Hotel,$143,apify
The Mutiny Hotel by Provident Hotels & Resorts,(866) 610-1814,https://www.providentresorts.com/the-mutiny-hotel-coconut-grove-miami/?utm_source=local&utm_campaign=gmb&utm_medium=organic,"2951 S Bayshore Dr, Miami, FL 33133",25.727172,-80.239808,33133,4.2,874,Hotel,$165,apify
